sample_id,query_hinglish,report_id,report_text,target_text,dataset_profile
23453079,Does prostate morphology affect outcomes after holmium laser enucleation?,PUBMEDQA_REPORT_23453079,"To determine whether prostate morphology or technique used has any effect on postoperative outcomes after holmium laser enucleation of the prostate. A retrospective review of prospectively collected data was completed for all patients undergoing a holmium laser enucleation of the prostate at our institution. Prostate morphology was classified as either ""bilobar"" or ""trilobar"" according to the cystoscopic appearance. The baseline characteristics, complications, and postoperative outcomes were collected. A total of 304 patients with either ""bilobar"" (n = 142) or ""trilobar"" (n = 162) prostate morphology were included. The trilobar group was more likely to have longer operative times (112 vs 100 minutes, P = .04), although this difference was not significant on multivariate analysis. The postoperative outcomes were similar between the 2 groups for American Urological Association symptom score, change in American Urological Association symptom score, bother score, maximal flow rate, change in maximal flow rate, postvoid residual urine volume, and complication rate. However, the trilobar group had a significantly greater decrease in their PVR urine volume (296 vs 176 mL, P = .01), a difference that persisted on multivariate analysis. A subset analysis of the trilobar prostates revealed that performing a 2-lobe technique achieved shorter operative and enucleation times, although the difference was not significant. Conclusion: Those patients with trilobar prostate morphology are more likely to achieve a greater decrease in the PVR urine volume after holmium laser enucleation of the prostate. All other outcomes appeared to be similar between the 2 groups. In addition, a 2-lobe technique can be safely used for trilobar prostates when deemed feasible by the surgeon.","Those patients with trilobar prostate morphology are more likely to achieve a greater decrease in the PVR urine volume after holmium laser enucleation of the prostate. All other outcomes appeared to be similar between the 2 groups. In addition, a 2-lobe technique can be safely used for trilobar prostates when deemed feasible by the surgeon. Final decision: yes",pubmedqa
14518645,Injury and poisoning mortality among young men--are there any common factors amenable to prevention?,PUBMEDQA_REPORT_14518645,"Deaths from injury and poisoning (suicide, accidents, undetermined deaths, and homicide) are the major cause of death among young men aged 15-39 years in England and Wales and have been increasing in recent years.AIM: To describe common characteristics among young men who die from injury and poisoning. We employed a retrospective survey methodology to investigate factors associated with deaths by injury and poisoning among young men aged 15-39 years (n = 268) in Merseyside and Cheshire during 1995. Data were collected from Coroner's inquest notes and General Practitioner records. The most common cause of death was poisoning by alcohol and drugs (29.1%, n = 78). A high proportion of cases were unemployed (39.4%, n = 106). Cases were also more likely to be single compared to the general population (74.2% vs 55.5%). Self-destructive behaviour was evident in 77% of deaths (n = 206). Conclusion: Alcohol and drug use are important contributory factors to injury and poisoning deaths. More research is needed into the effects of unemployment and being single on the health of young men, and to investigate the motivations behind risk taking and self-destructive behaviour.","Alcohol and drug use are important contributory factors to injury and poisoning deaths. More research is needed into the effects of unemployment and being single on the health of young men, and to investigate the motivations behind risk taking and self-destructive behaviour. Final decision: yes",pubmedqa
21084567,Are stroke patients' reports of home blood pressure readings reliable?,PUBMEDQA_REPORT_21084567,"Home blood pressure (BP) monitoring is gaining increasing popularity among patients and may be useful in hypertension management. Little is known about the reliability of stroke patients' records of home BP monitoring. To assess the reliability of home BP recording in hypertensive patients who had suffered a recent stroke or transient ischaemic attack. Thirty-nine stroke patients (mean age 73 years) randomized to the intervention arm of a trial of home BP monitoring were included. Following instruction by a research nurse, patients recorded their BPs at home and documented them in a booklet over the next year. The booklet readings over a month were compared with the actual readings downloaded from the BP monitor and were checked for errors or selective bias in recording. A total of 1027 monitor and 716 booklet readings were recorded. Ninety per cent of booklet recordings were exactly the same as the BP monitor readings. Average booklet readings were 0.6 mmHg systolic [95% confidence interval (95% CI) -0.6 to 1.8] and 0.3 mmHg diastolic (95% CI -0.3 to 0.8) lower than those on the monitor. Conclusion: This group of elderly stroke patients were able to record their BPs reliably at home. Any bias was small and would be unlikely to affect management. Since BP readings in a GP surgery are often a poor indication of true BP, GPs might consider using hypertensive patients' records of home BP monitoring to help guide treatment decisions.","This group of elderly stroke patients were able to record their BPs reliably at home. Any bias was small and would be unlikely to affect management. Since BP readings in a GP surgery are often a poor indication of true BP, GPs might consider using hypertensive patients' records of home BP monitoring to help guide treatment decisions. Final decision: yes",pubmedqa
11601252,Is endothelin-1 an aggravating factor in the development of acute pancreatitis?,PUBMEDQA_REPORT_11601252,"We have reported previously that cerulein-induced edematous pancreatitis would transform into hemorrhagic pancreatitis by administration of endothelin-1 in rats. In the present study, we tried to protect rat model from developing into hemorrhagic pancreatitis with BQ123 (an ETA receptor antagonist). The rat model was made by 5-hour restraint water-immersion stress and two intraperitoneal injections of cerulein (40 micrograms/kg) at hourly interval. BQ123 (3 or 6 mg/kg) was administered intravenously 30 minutes before and 2 hours after the first cerulein injection. Acute hemorrhagic pancreatitis was induced in all rats treated with cerulin + stress. The score for pancreatic hemorrhage was 2.4 +/- 0.2 in this group. In the rats pretreated with BQ123, the score was reduced to 1.0 +/- 0.0, pancreas wet weight and serum amylase activity were significantly reduced, and histologic alterations in the pancreas lightened, also the local pancreatic blood flow improved without affecting the systemic blood pressure. Conclusion: These results suggest that endothelin-1 should play a role in aggravating the development of acute hemorrhagic pancreatitis, through its action on the pancreatic microcirculation.","These results suggest that endothelin-1 should play a role in aggravating the development of acute hemorrhagic pancreatitis, through its action on the pancreatic microcirculation. Final decision: yes",pubmedqa
20577124,Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,PUBMEDQA_REPORT_20577124,"Hyperleptinemia and oxidative stress play a major role in the development of cardiovascular diseases in obesity. This study aimed to investigate whether there is a relationship between plasma levels of leptin and phagocytic nicotinamide adenine dinucleotide phosphate (NADPH) oxidase activity, and its potential relevance in the vascular remodeling in obese patients. The study was performed in 164 obese and 94 normal-weight individuals (controls). NADPH oxidase activity was evaluated by luminescence in phagocytic cells. Levels of leptin were quantified by ELISA in plasma samples. Carotid intima-media thickness (cIMT) was measured by ultrasonography. In addition, we performed in-vitro experiments in human peripheral blood mononuclear cells and murine macrophages. Phagocytic NADPH oxidase activity and leptin levels were enhanced (P<0.05) in obese patients compared with controls. NADPH oxidase activity positively correlated with leptin in obese patients. This association remained significant in a multivariate analysis. cIMT was higher (P<0.05) in obese patients compared with controls. In addition, cIMT also correlated positively with leptin and NADPH oxidase activity in obese patients. In-vitro studies showed that leptin induced NADPH oxidase activation. Inhibition of the leptin-induced NADPH oxidase activity by wortmannin and bisindolyl maleimide suggested a direct involvement of the phosphatidylinositol 3-kinase and protein kinase C pathways, respectively. Finally, leptin-induced NADPH oxidase activation promoted macrophage proliferation. Conclusion: These findings show that phagocytic NADPH oxidase activity is increased in obesity and is related to preclinical atherosclerosis in this condition. We also suggest that hyperleptinemia may contribute to phagocytic NADPH oxidase overactivity in obesity.",These findings show that phagocytic NADPH oxidase activity is increased in obesity and is related to preclinical atherosclerosis in this condition. We also suggest that hyperleptinemia may contribute to phagocytic NADPH oxidase overactivity in obesity. Final decision: yes,pubmedqa
16647887,Are women who are treated for hypothyroidism at risk for pregnancy complications?,PUBMEDQA_REPORT_16647887,"The purpose of this study was to investigate the outcomes that are associated with pregnancy and treated hypothyroidism. This was a retrospective cohort study of all women who received prenatal care and were delivered at the University of California, San Francisco, between 1989 and 2001. All patients with hypothyroidism diagnosed before pregnancy or early in pregnancy were identified. Maternal, fetal, and obstetric outcomes were then collected and analyzed for women with hypothyroidism and compared with women without hypothyroidism. Among 20,499 deliveries, there were 419 women (2.1%) who were treated for hypothyroidism during the study period. Hypothyroidism was more common among women>or =35 years old, white women, and women without Medicaid insurance. Treated hypothyroidism was not associated with any increase in maternal, fetal, or neonatal complications. In addition, hypothyroidism did not affect mode of delivery. Conclusion: Compared with patients without hypothyroidism, patients with treated hypothyroidism are not at any increased risk for perinatal morbidity.","Compared with patients without hypothyroidism, patients with treated hypothyroidism are not at any increased risk for perinatal morbidity. Final decision: no",pubmedqa
24019262,Does high blood pressure reduce the risk of chronic low back pain?,PUBMEDQA_REPORT_24019262,"Epidemiological studies have suggested inverse relationships between blood pressure and prevalence of conditions such as migraine and headache. It is not yet clear whether similar relationships can be established for back pain in particular in prospective studies. Associations between blood pressure and chronic low back pain were explored in the cross-sectional HUNT 2 survey of a Norwegian county in 1995-1997, including 39,872 individuals who never used antihypertensive medication. A prospective study, comprising 17,209 initially back pain-free individuals and 5740 individuals reporting low back pain, was established by re-examinations in the HUNT 3 survey in 2006-2008. Associations were assessed by logistic regression with respect to systolic, diastolic and pulse pressure, with adjustment for education, work status, physical activity, smoking, body mass and lipid levels. In the cross-sectional study, all three blood pressure measures showed inverse relationships with prevalence of low back pain in both sexes. In the prospective study of disease-free women, baseline pulse pressure and systolic pressure were inversely associated with risk of low back pain [odds ratio (OR) 0.93 per 10 mm Hg increase in pulse pressure, 95% confidence interval (CI) 0.89-0.98, p = 0.007; OR 0.95 per 10 mm Hg increase in systolic pressure, 95% CI 0.92-0.99, p = 0.005]. Results among men were equivocal. No associations were indicated with the occurrence of pain in individuals with low back pain at baseline. Conclusion: Results for low back pain are consistent with the theory of hypertension-associated hypalgesia, predicting diminished pain sensitivity with increasing blood pressure, possibly with modified reactions in people suffering from long-lasting pain.","Results for low back pain are consistent with the theory of hypertension-associated hypalgesia, predicting diminished pain sensitivity with increasing blood pressure, possibly with modified reactions in people suffering from long-lasting pain. Final decision: yes",pubmedqa
18670651,"Do the changes in the serum levels of IL-2, IL-4, TNFalpha, and IL-6 reflect the inflammatory activity in the patients with post-ERCP pancreatitis?",PUBMEDQA_REPORT_18670651,"Acute pancreatitis is the major complication of endoscopic retrograde cholangiopancreatography (ERCP) procedure and there are some reports showing cytokine changes in ERCP-induced pancreatits.GOALS: To investigate the association between early changes (within 24 hours) in the serum interleukin (IL)-2, IL-4, tumor necrosis factor (TNF)alpha, and IL-6 levels and the development of post-ERCP pancreatitis.STUDY: Forty five consecutive patients who underwent therapeutic ERCP and 10 patients with acute pancreatitis without ERCP were enrolled to the study. Serum concentrations of IL-2, IL-4, TNFalpha, and IL-6 were determined immediately before, 12 hours and 24 hours after ERCP. Seven of the 45 patients (15.5%) developed post-ERCP pancreatitis. The levels of IL-4 at 24 hours after ERCP were significantly lower in the patients with post-ERCP pancreatitis than in those without pancreatitis, while TNFalpha levels at 12 hours after ERCP were higher in the complicated group than those of the uncomplicated group. The ratios of TNFalpha/IL-4 at 12 and 24 hours after ERCP were found significantly higher in the patients with post-ERCP pancreatitis than in those without pancreatitis. IL-6 in the complicated patients was found significantly increased at 24 hours after ERCP. Conclusion: The enhancement of serum TNFalpha and IL-6 levels in the patients with ERCP-induced pancreatitis reflects the inflammatory activity. Additionally, these cytokines together with IL-4 can be used in clinical laboratory monitoring of ERCP.","The enhancement of serum TNFalpha and IL-6 levels in the patients with ERCP-induced pancreatitis reflects the inflammatory activity. Additionally, these cytokines together with IL-4 can be used in clinical laboratory monitoring of ERCP. Final decision: yes",pubmedqa
15137012,Ovarian torsion in children: is oophorectomy necessary?,PUBMEDQA_REPORT_15137012,"Most pediatric surgeons perform oophorectomy in girls presenting with ovarian torsion in which the ovary appears necrotic. However, the adult gynecology literature suggests that many ovaries can be treated by detorsion alone. All children with ovarian torsion on the gynecology and general surgery services between 1988 and 2002 were reviewed. There were 36 torsions in 34 children. Seventeen underwent detorsion with or without ovarian cystectomy, and 19 had oophorectomy (mean age 10 years in both groups). Torsion was suspected preoperatively in 94% of the detorsion cases and in 47% of the oophorectomy patients. Median time from presentation to surgery was significantly lower in the detorsion than the oophorectomy group (median 14 v 27 hours; P =.04). Postoperative complications and length of stay were similar between the 2 groups. Despite the ovary being judged intraoperatively as moderately to severely ischemic in 53% of the detorsion cases, follow-up sonogram or ovarian biopsy available in 14 of the 17 cases showed normal ovary with follicular development in each case. Conclusion: Simple detorsion was not accompanied by an increase in morbidity, and all patients studied had functioning ovarian tissue on follow-up despite the surgeon's assessment of the degree of ovarian ischemia. Detorsion is the procedure of choice for most cases of ovarian torsion in children.","Simple detorsion was not accompanied by an increase in morbidity, and all patients studied had functioning ovarian tissue on follow-up despite the surgeon's assessment of the degree of ovarian ischemia. Detorsion is the procedure of choice for most cases of ovarian torsion in children. Final decision: no",pubmedqa
11380492,Transsphenoidal pituitary surgery in Cushing's disease: can we predict outcome?,PUBMEDQA_REPORT_11380492,"To assess the results of transsphenoidal pituitary surgery in patients with Cushing's disease over a period of 18 years, and to determine if there are factors which will predict the outcome. Sixty-nine sequential patients treated surgically by a single surgeon in Newcastle upon Tyne between 1980 and 1997 were identified and data from 61 of these have been analysed. Retrospective analysis of outcome measures. Patients were divided into three groups (remission, failure and relapse) depending on the late outcome of their treatment as determined at the time of analysis, i.e. 88 months (median) years after surgery. Remission is defined as biochemical reversal of hypercortisolism with re-emergence of diurnal circadian rhythm, resolution of clinical features and adequate suppression on low-dose dexamethasone testing. Failure is defined as the absence of any of these features. Relapse is defined as the re-emergence of Cushing's disease more than one year after operation. Clinical features such as weight, sex, hypertension, associated endocrine disorders and smoking, biochemical studies including preoperative and postoperative serum cortisol, urine free cortisol, serum ACTH, radiological, histological and surgical findings were assessed in relation to these three groups to determine whether any factors could reliably predict failure or relapse after treatment. Of the 61 patients included in this study, 48 (78.7%) achieved initial remission and 13 (21.3%) failed treatment. Seven patients suffered subsequent relapse (range 22-158 months) in their condition after apparent remission, leaving a final group of 41 patients (67.2%) in the remission group. Tumour was identified at surgery in 52 patients, of whom 38 achieved remission. In comparison, only 3 of 9 patients in whom no tumour was identified achieved remission. This difference was significant (P = 0.048). When both radiological and histological findings were positive, the likelihood of achieving remission was significantly higher than if both modalities were negative (P = 0.038). There were significant differences between remission and failure groups when 2- and 6-week postoperative serum cortisol levels (P = 0.002 and 0.001, respectively) and 6-week postoperative urine free cortisol levels (P = 0.026) were compared. This allowed identification of patients who failed surgical treatment in the early postoperative period. Complications of surgery included transitory DI in 13, transitory CSF leak in 8 and transitory nasal discharge and cacosmia in 3. Twelve of 41 patients required some form of hormonal replacement therapy despite achieving long-term remission. Thirteen patients underwent a second operation, of whom 5 achieved remission. Conclusion: Transsphenoidal pituitary surgery is a safe method of treatment in patients with Cushing's disease. Operative findings, radiological and histological findings, together with early postoperative serum cortisol and urine free cortisol estimates may identify failures in treatment. Alternative treatment might then be required for these patients. Because of the risk of late relapse, patients require life-long follow-up.","Transsphenoidal pituitary surgery is a safe method of treatment in patients with Cushing's disease. Operative findings, radiological and histological findings, together with early postoperative serum cortisol and urine free cortisol estimates may identify failures in treatment. Alternative treatment might then be required for these patients. Because of the risk of late relapse, patients require life-long follow-up. Final decision: yes",pubmedqa
17274051,Metastatic carcinoma to the cervical nodes from an unknown head and neck primary site: Is there a need for neck dissection?,PUBMEDQA_REPORT_17274051,"The aim of the study was to evaluate the outcomes and patterns of failure in patients with metastatic carcinoma to cervical lymph nodes from an unknown head and neck primary origin, who were treated curatively with radiotherapy, with or without neck dissection. The study included 61 patients referred to the McGill University Hospital Centers from 1987 to 2002. The median age was 57 years, with male to female ratio of 4:1. Distribution of patients by N status was as follows: N1, 16 patients (26%); N2a, 18 (30%); N2b, 13 (22%); N2c, 7 (11%); and N3, 7 (11%). Twenty patients underwent neck dissection (11 radical, 9 functional) and 41 patients had biopsy (9 fine-needle aspiration and 32 excisional biopsy). All patients received radiotherapy. The median dose to the involved node(s) was 64 Gy, and 60 Gy to the rest of the neck. Treatment of the neck was bilateral in 50 patients (82%) and ipsilateral in 11 (18%). The minimum duration of the follow-up was 12 months, with the median of 32 months. The 5- and 8-year overall survival for the whole population was 79% and 67%, respectively. There was no statistically significant difference in the 8-year actuarial overall survival (64.8% and 67.6%, respectively, p = .64) and local relapse-free survival (75% vs 74.5%, respectively, p = .57), among patients who had biopsy versus those who had neck dissection. Conclusion: In our experience, definitive radiotherapy to the neck and the potential mucosal sites, whether preceded by neck dissection or not, is effective to achieve a good local control rate in the unknown primary cancer of the head and neck. The indication for neck dissection, in particular for early nodal stage, is controversial.","In our experience, definitive radiotherapy to the neck and the potential mucosal sites, whether preceded by neck dissection or not, is effective to achieve a good local control rate in the unknown primary cancer of the head and neck. The indication for neck dissection, in particular for early nodal stage, is controversial. Final decision: no",pubmedqa
12846929,Quality of life in lung cancer patients: does socioeconomic status matter?,PUBMEDQA_REPORT_12846929,"As part of a prospective study on quality of life in newly diagnosed lung cancer patients an investigation was carried out to examine whether there were differences among patients' quality of life scores and their socioeconomic status. Quality of life was measured at two points in time (baseline and three months after initial treatment) using three standard instruments; the Nottingham Health Profile (NHP), the European Organization for Research and Cancer Treatment Quality of Life Questionnaire (EORTC QLQ-C30) and its lung cancer supplement (QLQ-LC13). Socioeconomic status for each individual patient was derived using Carstairs and Morris Deprivation Category ranging from 1 (least deprived) to 7 (most deprived) on the basis of the postcode sector of their address. In all, 129 lung cancer patients entered into the study. Of these data for 82 patients were complete (at baseline and follow-up). 57% of patients were of lower socioeconomic status and they had more health problems, less functioning, and more symptoms as compared to affluent patients. Of these, physical mobility (P = 0.05), energy (P = 0.01), role functioning (P = 0.04), physical functioning (P = 0.03), and breathlessness (P = 0.02) were significant at baseline. However, at follow-up assessment there was no significant difference between patient groups nor did any consistent pattern emerge. Conclusion: At baseline assessment patients of lower socioeconomic status showed lower health related quality of life. Since there was no clear trend at follow-up assessment this suggests that patients from different socioeconomic status responded to treatment similarly. In general, the findings suggest that quality of life is not only the outcome of the disease and its treatment, but is also highly dependent on each patients' socioeconomic characteristics.","At baseline assessment patients of lower socioeconomic status showed lower health related quality of life. Since there was no clear trend at follow-up assessment this suggests that patients from different socioeconomic status responded to treatment similarly. In general, the findings suggest that quality of life is not only the outcome of the disease and its treatment, but is also highly dependent on each patients' socioeconomic characteristics. Final decision: yes",pubmedqa
