pair_id,condition,similarity_score,match_quality,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination,factual_gain,halluc_reduction
P01599,mouth_ulcers,0.5615,high,"Bhai, tumhare symptoms bahut hi important hain. Mere khayal se, tumhare case mein tonsillitis ya jaw joint ki problem ho sakti hai. Tonsillitis ka karan bacteria ya virus ho sakta hai. Jaw mein pehle se bhi ek pathar ho gaya tha, to iska matlab yeh hai ki jaw mein problem ho sakti hai. Main tumhe ek ENT specialist ke paas bhejne ki salah deta hoon.","Bilkul, beta. Mere paas aapki chehre ki right half tak dard phail raha hai, lekin yeh to pata chala hai ki aapka dard aapki right chin aur lower lip ki tingling sensation se juda hai. Radiographic studies ne dekha hai ki aapke mandibular canal mein ek mixed radio-opaque/radiolucent mass hai, jo aapke right mandibular third molar ke saath juda hai. Yeh ek type of odontogenic tumor ho sakta hai, jismein dental aur interdental branches of inferior alveolar nerve ka involvement ho sakta hai, jisse aapki tingling sensation ho rahi hai.",0.0,1.0,1.0,0.0,1.0,1.0
P01600,hand_lump,0.53,high,"Arre beta, main samajh gaya. Aapke hath mein ek gadda hai, jo badh raha hai. Yeh bahut chinta dene wala hai, lekin doctor ne kaha hai ki yeh khatarnak nahi hai. Main aapko ek cheez kehna chahta hoon, aapko iske baare mein doctor se aur baat karni chahiye. Kya aapko pata hai ki aapne koi injury ya accident hua hai jo is gadda ke liye jimmewar ho sakta hai?","Beta, main samajh gayi. Aapke sharir mein kuch gadda hain, jaise ki hath par. Ye baat clinical evidence mein bhi likhi hai. Case 1 mein bhi hath par gadda hain, aur yeh khatarnak ho sakta hai. Lekin, doctor ne kaha hai ki yeh khatarnak nahi hai aur aap ise ignore kar sakti hain. Lekin, main aapko yeh bhi batana chahti hoon ki Case 1 mein patient ko hath par gadda ke saath-saath aur bhi kai symptoms the, jaise ki developmental delay, seizures, hypoglycemia.",0.25,0.25,0.0,0.0,0.0,0.0
P01603,knee_swelling,0.526,high,"Bhai, aapka description sunke lagta hai ki aapko knee joint ki samasya ho sakti hai. Ye ganthe, jo naram hain, knee joint ke ligaments ya tendons ke karan ho sakte hain. Haal hi mein sujane hone ka matlab hai ki aapko knee joint mein dard ho raha hai, jo aapke jhukav ke neeche aur paon ke najdik hai. Aapko chinta honi chahiye, lekin iske liye doctor ko dekhne ki zaroorat hai.","Beta, aapke left knee mein do ganthe hain jo sparsh mein naram hain. Ye clinical signs hain jo aapke case ke saath match karte hain. Aapke doctor ne inhein dekha hai aur aapke knee radiographs mein bhi inhein dikhaya gaya hai. Aapko is baat se chinta honi chahiye kyunki yeh aapke left knee ke liye khatarnaak ho sakte hain.",0.25,0.25,0.0,0.0,0.0,0.0
P01606,knee_swelling,0.5504,high,"Aapka pati ka left buttock par ek gaanth hai, jo hard aur tender hai. Yeh ek possible cause ho sakta hai ki woh piriformis syndrome ka shikaar ho gaya hai, jismein piriformis muscle tight ho jata hai aur sciatica ke symptoms dikhate hain. Main aapko ek orthopedic specialist se milne ki salah dunga, woh aapke pati ka check-up karega aur treatment decide karega.","Bhai, main aapki baat sun raha hoon. Lekin, clinical evidence mein koi jaankari nahin hai ki aapke left buttock par ek gaanth hai. MRI ya radiography ke report mein bhi koi jaankari nahin hai. Isliye, main koi nishkarsh nahin de sakta. Aapko apne doctor se baat karni chahiye.",1.0,0.25,0.0,0.0,-0.75,0.0
P01608,hand_lump,0.4583,medium,"Bhai, aapka haath ka base par gaanth (sujanwali manspeshi) aur dard ka shikayat sunke, main aapko kuchh cheezein batana chahta hoon. Aapka shikayat wrist sprain ya strain ka ho sakta hai, jo aapke haath ko kisi specific tarike se move karne par tez dard deta hai. Haath ka movement normal hai, lekin aapko koi bhi pressure daalne mein mushkil hai, jisse mujhe lagta hai ki aapko doctor se milna chahiye.","Bhai, aapka haath ka dard aur sujan bahut mushkil hai. X-ray ke report ke anusaar, aapke wrist ke carpal bones aur 3rd aur 4th metacarpals ke base par lytic lesions hain. Yeh symptoms aur clinical signs aapke case ke saath match karte hain. Aapko apne doctor se milna chahiye, kyunki iska treatment karna bahut zaroori hai.",0.25,1.0,0.0,0.0,0.75,0.0
P01609,hand_lump,0.4426,medium,"Bilkul, main aapki madad kar sakta hoon. Aapke symptoms bahut hi common hain, yeh kaha jata hai ki macchar ka kaatna, jisse infection ho jati hai, ek common problem hai. Main aapko kuch suggest kar sakta hoon, aapko antibiotic cream lagwana chahiye aur us area ko clean aur dry rakhein. Aapko paracetamol ya ibuprofen tablet leni chahiye, yeh aapke dard ko kam kar dega. Aapko thoda time lene ki zaroorat hai, aapko rest karna chahiye aur infection kam hone mein madad milegi.","Bhai, maine suna hai ki tumhare paas ek hyperplastic tenosynovitis hai, jo ki ek tenosynovitis hai jismein fibrinous loose bodies hote hain. Yeh aapke right distal forearm mein hai. Main aapko yeh batana chahta hoon ki aapke paas swelling aur pain hai, aur aapke wrist joint ki range of motion restricted hai, lekin finger joint ka motion normal hai. 

Main aapko suggest karta hoon ki aapko rest aur ice pack lagana chahiye. Aapko apne arm ko 30 degree par rakha jana chahiye aur ice pack lagane se dard kam hoga. Aapko apne doctor se baat karni chahiye ki woh aapko koi injection de sakte hain ya koi aur treatment suggest karein.",0.0,1.0,1.0,0.0,1.0,1.0
P01610,hand_lump,0.4785,medium,"Arre bhai, maine dekha hai. Yeh to sujan aayi hui vein hai, lekin yeh bahut khujli kar rahi hai aur jal rahi hai, yeh galat hai. Yeh shayad phlebitis ho sakta hai, jismein vein mein saaf nahi hota hai. Main aapko doctor se milwane ki salah deta hoon, woh aapko behtar tareeke se dekhenge.","Bhai, main aapko yeh batata hoon ki ultrasonography ke dauran ek pseudoaneurysm (false aneurysm) nikla hai, jiska diameter 25 mm hai aur neck 5 mm ka hai. Yeh aneurysm deep palmar arch se ular artery se aane wala hai. Aapka haath swelled aur painful hai, aur aapko ek pulsatile tumor bhi dikhai deta hai. Main aapko yeh bhi batata hoon ki aapke haath ke vascularization theek hai aur radial aur ulnar pulses normal hai.",0.25,1.0,0.0,0.0,0.75,0.0
P01612,hand_lump,0.557,high,"Arre bhai, aapka dard aur bluish lump ke liye main kuchh samajh sakta hoon. Yeh ek kai possible reasons ke liye ho sakta hai, lekin main aapko ek cheez batana chahta hoon. Aapne garden mein khudai karne ke baad yeh dard shuru hua hai, to shayad yeh ek minor injury ka side effect ho sakta hai, jaise ki ek small blood clot ya ek minor sprain. Main aapko ek doctor se milne ke liye kahaunga, woh aapka check-up karke aapko sahi treatment de payenge.","Arre bhai, tumhare case mein ek pseudoaneurysm hai, jo ki ek false aneurysm hai. Yeh tumhare left hand ke dorsum par hai, beech mein first aur second metacarpal bones ke beech. Ultrasonography ke result ke anusaar, yeh pseudoaneurysm 25 mm ka hai aur iska neck 5 mm ka hai. Ismein koi infection ke alawa koi bhi cheez nahi hai, kyunki physical examination mein infection ke koi sign nahi mila hai.",0.5,0.0,0.5,1.0,-0.5,-0.5
P01620,lip_swelling,0.6187,high,"Arre bhai, aapka lip bahut dard kar raha hai, ismein kuchh ghata hai. Ye white head aapke lip par ek abscess ho sakta hai, jo ek infected nodule hai. Iska karan aapke lip par koi infection ho sakta hai, jaise ki bacterial infection. Hum iske liye ek antibiotic tablet lene ka plan banayein aur aapka lip ko clean aur dry rakhna hoga.","Beta, maine dekha hai, tumhare left lip par cleft hai aur alveolar notch hai. Ye kuch din se hai, aur aaj white head wala dikh raha hai. Main kuch confirm nahin kar sakta, lekin yeh sambhav hai ki yeh cleft ke karan ho sakta hai. Hum iske liye doctor se baat karenge aur check karwane ke liye aapko refer karenge.",0.0,0.25,1.0,0.0,0.25,1.0
P01621,neck_swelling,0.428,medium,"Arre bhai, maine suna hai. Aapka piercing karwaya hai aur aapne salt water solution se clean kar raha hoon, jis par aapka doctor ne kaha tha. Lekin Coca-Cola peene ke baad aapne hard lump notice kiya hai, jiska aapko lagta hai ki yeh swelling ka hissa ho sakta hai ya piercing ka ball mouth ke neeche ho raha hai. Main aapko kuchh suggestion deta hoon. Aapko chahiye ki aap neeche wala lump garam compress se cover karein aur raat ko piercing ke ball ko mouth ke neeche check karein. Agar yeh ball mouth ke neeche ho raha hai, toh aapko doctor se milna chahiye.","Arre bhai, maine dekha hai ki tumne Wednesday ko tongue piercing karwaya tha aur ab tumhara chin ke neeche bahar ek hard lump ban gaya hai. Lekin clinical evidence mein kuch bhi nahi hai jo is baat ka jawaab de sake ki tumhara lump infected hai ya nahi. Main kuch bhi confirm nahi kar sakta, lekin tumhara tongue piercing aur swelling ke liye tumne bendryl ya ibuprofen liya hai, jo theek hai. Ab tumhara jawab dekhne ke liye tumhara doctor aapko check karne ke liye hospital bhejega.",0.0,0.0,1.0,1.0,0.0,0.0
P01625,neck_swelling,0.5089,high,"Arre bhai, tumhara dimag theek se raha hai. Ye lump jo tumne notice kiya hai, yeh throat ke opening mein ek common problem hai, jiseya ""peritonsillar abscess"" ya ""quinsy"" kaha jata hai. Iska matlab yeh hai ki tumhare beti ke tonsil ke peeche ek infection ho sakti hai. Mujhe lagta hai ki tumhe iske liye doctor ke paas jaana chahiye, woh iski checkup karke aapko theek karega.","Beta, tumhara beti ki throat dard ho rahi hai aur throat redness hai, lekin tonsils normal hain. Main tumhein yeh batana chahta hoon ki tumhein iske liye doctor ke paas jana chahiye. Tumne tumhari beti ki throat mein ek lump notice kiya hai, jo tumhein chinta lag rahi hai. Main tumhein yeh batana chahta hoon ki hum tumhari beti ki throat ki cheezon ko dekhne ke liye ek specialist doctor ke paas jana chahiye.",0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
P01630,swollen_eye,0.5174,high,"Bhai, aapka accident bahut serious tha, lekin aapki khatron se bach gaye hain. Aapka CT scan normal aaya hai, lekin aapke left eye ke niche ki black marks kaafi chinta lagti hain. Yeh toofan se phansi hone ke baad aane wala common side effect hai, lekin humein iske liye thoda time dene ka zaroorat hai. Aapko rest aur ice pack lagane ki zaroorat hai, aur agar symptoms badhne ki baat ho to humein doctor se milna hoga.","Bhai, main aapko yeh batata hoon ki aapke case mein traumatic epidural hematoma aur traumatic CCF hai. Aapke symptoms, jaise headache, proptosis, conjunctival chemosis, aur edema of the eyelid, is baat ka indication hain ki aapke left eye ke andar blood flow mein problem hai. 

Aapke CT scan ke report mein bataya gaya hai ki aapke left frontal base mein ek bada hematoma hai, jisse aapke left eye ke andar blood flow mein problem ho rahi hai. Iske liye, aapko operation ke through hematoma ko evacuate karna hoga.",0.25,1.0,0.0,0.0,0.75,0.0
P01632,hand_lump,0.4213,medium,"Arre bhai, maine dekha hai ki tumhare tailbone ke hand mein ek laal aur suj gaya rash hai. Ye kuchh ghatane ke liye ho sakta hai, jaise ki abscess ya septic arthritis. Tumhare bronchitis ke liye corticosteroids course complete hone ke baad, tumhara immune system kamzor ho sakta hai, jisse infection lagne ki sambhavana badh jati hai. Main aapko clinic mein jaane aur ek doctor se milne ki salah deta hoon, taaki ve aapko proper diagnosis aur treatment kar sakein.","Arre bhai, maine dekha hai ki aapka tailbone ke hand mein dard hai aur usmein laal aur suj gaya hai. Ye shaggy periosteal reaction ke liye lagta hai, jo seronegative rheumatoid arthritis ke karan ho sakta hai. Aapka itihaas hai ki aapko acne aur clubbing ka saman hai, aur aapke paas leflunomide aur analgesics ka istemaal ho raha hai. Main kya bata sakta hoon ki aapko antibiotics aur garam compression ka istemaal karne ke alawa, clinic mein jaane ki zaroorat hai.",0.0,0.25,1.0,0.0,0.25,1.0
P01639,mouth_ulcers,0.5006,high,"Arre bhai, aapka partner ka yeh sujan wala gland/lump jaw ke neeche left side par hai, aur yeh aur zyada noticeable ho gaya hai. Iska karan kai ho sakta hai, jaise ki ek small cyst, tumor, ya even ek infected gland ho sakta hai. Aur yeh purpley color bhi ek sign hai ki yeh kuch infection ya inflammation ka shikaar ho sakta hai. Main aapko ek doctor se milne ki salah deta hoon, woh aapko behtar tareeke se diagnose kar sakte hain.","Bhai, main aapko kuchh bat sakta hoon. Aapka partner ke jaw ke neeche left side par ek sujan wala gland/lump hai, aur uska chehre ke left side par bhi sujan hai. Lekin main aapko yeh nahin pata kar sakta ki yeh kya ho sakta hai, kyunki aapka partner ke symptoms aur clinical signs aise nahin diye gaye hain jo main aapko bat sakun. 

Mujhe lagta hai ki aapka partner ke lower lip par ek injury ho gaya tha, aur uske liye operation bhi hui thi. Lekin main aapko yeh nahin pata kar sakta ki yeh injury se koi side effect ho sakta hai ya nahin.",0.0,0.0,1.0,1.0,0.0,0.0
P01641,skin_rash,0.5143,high,"Arre bhai, PICC line ke baad skin ke neeche ganth banne aur itching hone ka sawal bahut serious hai. Yeh infection ke karan ho sakta hai, jaise ki cellulitis ya abscess. Tumhe turant doctor ko dikhana chahiye, Monday morning ko wait nahi karna chahiye. Hum tumhe appointment diwana hain, aur tumhe kuchh antibiotics ya cream di ja sakti hai.","Bilkul, beta, tumhara case bahut hi serious hai. Tumhara vulva par ISCC (Invasive Squamous Cell Carcinoma) hai, jo ek prakaar ki cancer hai. Tumhe turant ek doctor ko dikhana chahiye, kyonki tumhara condition bahut hi serious hai aur tumhe apne doctor se baat karne ki zaroorat hai. Monday morning ko call karne se pehle, tumhe apne doctor se milna hoga.",0.3333333333333333,0.0,0.6666666666666666,1.0,-0.3333333333333333,-0.3333333333333333
P01642,hand_lump,0.482,medium,"Arre bhai, aapka case serious hai. Aapne handstand karke belt buckle par thappad lagaya hai, jisse wahan injury ho sakti hai. Yeh hard lump possibly hematoma ho sakta hai, jiska matlab hai ki aapke blood vessels mein se kuchh blood leak ho gaya hai. Ab aapko zaroor doctor se milna chahiye, woh aapki jaroorat ke anusaar test karwaenge.","Arre bhai, aapka ultrasound aur MRI report dekhne ke baad, main aapko yeh batana chahta hoon ki aapke left wrist mein ek congenital variation hai, jise palmaris longus (PL) muscle variant kehte hain. Yeh ek accessory muscle belly hai, jo flexor tendons ke neeche hai. Iska matlab hai ki yeh aapke left wrist mein ek abnormal mass hai, lekin yeh koi cancer ya neoplasm nahi hai. Aapko chinta karne ki zaroorat nahi hai, lekin aapko apne doctor se regular check-up karwana chahiye.",1.0,0.5,0.0,0.5,-0.5,-0.5
P01646,skin_growth,0.5207,high,"Arre bhai, aapka CT scan ka result aisa hai ki haddi toot nahi hai, lekin abhi bhi saphai hai. Aapka gale mein ek gathna aur chubhan ka anubhav hai, jo galat hai. Main sochta hoon ki aapko haddi ki saphai ke liye kuch davaa leni hogi aur gale mein gathna ko kam karne ke liye bhi kuch treatment kiya jayega. Main aapko ek specialist doctor ke paas bhejne ki salah deta hoon, jisse aapka paaramparik treatment ho sakta hai.","दोस्त, मैं आपकी चोट की जानकारी देख रहा हूं। आपकी चोट की जानकारी के अनुसार, आपको गाल के हाड़ पर एल्बो से चोट लगी है और वहां सूजन और सड़न हुई है। यह देखा गया है कि आपका CT स्कैन बताता है कि वहां टूटा हुआ हिस्सा नहीं है। लेकिन आपको अभी भी चुभन जैसा एहसास हो रहा है, जो कि चोट के कारण हो सकता है।",0.25,0.25,0.0,0.0,0.0,0.0
P01647,skin_growth,0.5226,high,"Bhai, main tumhare symptoms ko dekh kar kuch samajh sakta hoon. Yeh itching aur bites tumhare scrotum aur shaft par ho raha hai, lekin lumps itchy nahin hain. Yeh symptoms HPV aur herpes se match nahin karte. Main sochta hoon ki tumhare symptoms ek fungal infection jaise jock itch (jock itch) se ho sakte hain. Ismein itching aur itching wale bites ho sakte hain. Lekin main yeh bhi sochta hoon ki yeh symptoms ek bacterial infection jaise balanitis se ho sakte hain, jo foreskin mein itching aur irritation pahuncha sakta hai. Main tumhe ek dermatologist ke paas le jana chahunga, woh aapko sahi diagnosis aur treatment de payenge.","Bhai, main tumhare symptoms ko dekh raha hoon. Tumhare thighs, lower abdomen, aur hands pe itching wale bites ho gaye hain, jo pehle chote the lekin abhi bhi irritation hone par itch karte hain. Lekin, tumhare scrotum pe wale abnormality aur shaft pe wala pimple jaisa lag raha hai, jo itch nahi karte hai jab tak aap unhe scratch na kare. 

Main tumhare symptoms ko dekhte hue, kuchh cheezon ka dhyan rakhna hoga. Tumhare symptoms aur physical examination ke anusaar, tumhare case mein bullous mastocytosis ka sambhav hai, jo ki tumhare trunk, back, chest, neck, scalp, aur extremities (excluding palms aur soles) par ho sakta hai.",0.1666666666666666,1.0,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334
P01648,hand_lump,0.5597,high,"Bhai, aapka case serious hai. Vein par sujhne ka koi bhi reason chot, takraav, ya kisi bhi tarah ka dard ho sakta hai. Iske liye main aapko doctor se milne ki salah dunga, kyonki ye koi bhi case nahi hai ki aap khud se thik ho jayen. Aapko iske liye jaldi se doctor se milne ki zaroorat hai.","Arre beta, aapka case bahut serious hai. Aapke haath mein comminuted fractures hain, jo koi bhi choti si cheez nahi hai. Yeh aapke hand ko permanent damage kar sakti hai. Aapko zaroorat padegi bone grafting aur surgery ke liye. Iliac crest bone grafts ka upyog karna ek common practice hai, lekin iska best time kuchh aur research ke liye pata lagana padega.

Bone grafting ke liye aapko doctor se consult karna hoga, lekin isse aapko 6-8 weeks ke andar karna chahiye. Iliac crest bone grafts ka upyog karna bahut beneficial hai kyunki yeh aapke hand ko strong aur stable banane mein madad karta hai. Lekin iske saath hi kuch complications bhi ho sakti hain, jaise ki infection, bleeding, aur iliac crest ki wound healing mein delay.",0.25,0.5,0.0,0.5,0.25,-0.5
P01652,hand_lump,0.4017,medium,"Bhai, aapke haath ke upari hisse mein dard ho raha hai, jisse aapko likhne mein bhi dikkat ho rahi hai. Aisa lagta hai ki aapke haath mein ek cheez hai jo aapko dard deta hai. Haath ke upar ki taraf, kohni ki kalai ke neeche ek gaanth ho sakti hai, jise hum ""tennis elbow"" khte hain. Iska matlab hai ki aapke haath ke upari hisse mein ek tendon ka dard ho sakta hai.","Bhai, aapke haath ke upar ki gaanth ka dard bahut acha hai. Ye soft-tissue mass hai, jise aapke haath ke upar ki taraf, kohni ki kalai ke neeche dekha ja sakta hai. 

Aapke symptoms, jaise ki dard, subah ki sthirta, aur kaam mein dikkat, inke liye kai karan ho sakte hain, jaise ki ganglion cyst, lipoma, ya fibroma. 

Radiographic imaging, jaise ki X-ray ya MRI, aapke haath ke upar ki gaanth ka diagnosis karne mein madad kar sakte hain. 

Aapke kaam ke karan, jaise ki construction work, aapke haath ke upar ki gaanth ka vikaas mein madad kar sakte hain. 

Intraoperatively, aapke haath ke upar ki gaanth kaatne ke dauran, aapko aapke haath ke upar ki nadiyon aur veinon ko avoid karna hoga.",0.25,1.0,0.0,0.0,0.75,0.0
P01654,foot_swelling,0.4323,medium,"Arre Denise ji, aapke symptoms bahut hi interesting hain. Aapka soft knot aur knee swelling left leg ke saath ho raha hai, ismein ligament injury ya strain ka rishta ho sakta hai. Aur aapka dard leg ke peeche ki taraf, yeh bhi ligament injury ya muscle strain ka karan ho sakta hai. Main aapko ek orthopedic specialist se milne ki salah dunga, woh aapke symptoms ko aur vishleshan kar sakte hain.","Namaste Denise ji, main aapki problem samajhne ke liye yahaan hoon. Aapka MRI report aapke left knee mein medial meniscal bucket handle tear ka nishkarsh deta hai. Iska matlab hai ki aapke left knee mein meniscal tear hai jisse aapko dard ho raha hai aur aap apni knee ko thoda jhukti hain.",1.0,0.25,0.0,0.0,-0.75,0.0
P01656,neck_swelling,0.4813,medium,"Arre bhai, aapki chinta karna zaroori hai. Ye sambhav hai ki aapke paas ek swollen lymph node ho sakta hai, lekin iska karan kuch aur bhi ho sakta hai. Aapke baal bleach karwane se iska koi sambandh nahin hai, yeh ek alag cheez hai. Main aapko ek doctor se milne ki salah deta hoon, woh aapki jaanch karke sahi tareeke se treatment karwa sakte hain.","Arre bhai, maine dekha hai ki tumhare parotid duct mein laceration hai, aur yeh wapas aa gaya hai. Lekin, maine kuchh bhi nahi dekha jo swollen lymph node jaisa lagta hai. Haan, parotid duct ki laceration ke karan sensitivity ho sakti hai, lekin maine koi lymph node ki baat nahi ki.",0.0,0.25,1.0,0.0,0.25,1.0
P01659,skin_growth,0.4406,medium,"Namaste, aapka samasya suna. Yeh kuchh samay ke liye ho sakta hai. Ek piercing ke neeche aniyamitata ya bruise aane ke kai karan ho sakte hain. Lagatar siyahi ka upyog karne se skin infection ho sakti hai, jo bruise jaise symptoms ko bhi daal sakti hai. Aapko apne piercing ko dhyan se saaf karne aur antibiotic cream lagane ki zaroorat ho sakti hai.","Arre bhai, maine dekha hai tumhare paas basaloid squamous cell carcinoma ka diagnosis hai. Yeh ek prakaar ka cancer hai jo nasal cavity, ethmoid sinus, sphenoid sinus, aur hard palate bone mein paaya gaya hai. Tumhare symptoms nasal bleeding, anosmia, aur bilateral nasal congestion ke anusaar hai. Main tumhare piercing ke hole ke neeche ki aniyamitata ya bruise ke bare mein kuch nahin pata chala. Main kuch nahin confirm kar sakta.",0.0,1.0,1.0,0.0,1.0,1.0
P01661,skin_growth,0.5108,high,"Bhai, aapka description sunke lagta hai ki aapko koi infection ho sakti hai. Ye ganth aur pasina aana bahut hi common symptoms hain. Lekin iske liye humein zaroori hai ki aapko doctor se meeting karna hai. Woh aapke symptoms ko dekhkar aur kuchh test karke aapki sahi diagnosis kar sakte hain. Ab aapko koi tension nahin karna, main aapko doctor se milvane ke liye appointment kar dunga.","Bhai, maine aapki baat suni hai. Lekin, clinical evidence ke anusaar, aapke current symptoms aur condition se koi sambandh nahin hai. Aapke paas septic arthritis aur osteomyelitis hai, jo aapke left wrist aur forearm mein hai. Aapke symptoms aur clinical signs iske anusaar hai, lekin aapke naye symptoms aur image ke baare mein main kuch nahin pata chala. Main kuch nahin confirm kar sakta.",1.0,1.0,0.0,0.0,0.0,0.0
P01663,skin_growth,0.3944,medium,"Arre bhai, main tumhe thoda sa asar deta hoon. Ye ganth aur rash aapke stan par ho sakte hain, lekin cancer ke liye yeh kuchh bhi nahi hai. Ye rash aur spots ke liye humein aur test karna hoga. Main aapko ek dermatologist ya gynecologist se milne ki salah deta hoon. Vah aapko aur test karke aapke stan ke samasya ko solve kar sakte hain.","Bhai, main aapki baat samajhne ki koshish karta hoon. Lekin aapki symptoms aur main aapke clinical evidence ke beech koi sambandh nahin mil raha hai. Aapke clinical evidence mein abdominal pain aur nausea ki baat hai, aur aapke symptoms mein bhi abdominal pain aur nausea ki baat hai, lekin aapke symptoms mein stano se judi baat nahin hai. 

Main aapko kuchh cheezein puchna chahta hoon. Aapke symptoms mein stano se judi baat nahin hai, toh aapko kya lagta hai ki aapke symptoms aur main aapke clinical evidence ke beech koi sambandh nahin hai?",0.0,1.0,1.0,0.0,1.0,1.0
P01666,hand_lump,0.5338,high,"Arre beta, aapka ghav kya hai, yeh dekhne ke liye main aapko ek doctor ke saath baithaunga. Lekin mujhe lagta hai ki aapka ghav ek ""keloid"" ho sakta hai, jo ek prakaar ki skin ki ghatna hai jismein skin ko bahut jaldi se heal hota hai, lekin phir bhi uski jagah par ek thoda sa bada, sensitive aur chhoti si jagah ban jaati hai. Aapko kabhi bhi yeh jagah chot nahi lagne ki yaad nahi hai, to yeh bhi ek sambhavata hai.","Bhai, tumhare left hand par ek ghav hai, jo pinky finger ke knuckle ke neeche hai. X-ray ke according, yeh ek displaced avulsed base fracture hai. Yeh ek serious injury hai, jiske liye treatment ki zaroorat hai. Tumhare doctor ne operation ke liye plan kiya hai, jismein fracture ko reduce kiya jayega aur stablize kiya jayega.",0.25,0.5,0.0,0.5,0.25,-0.5
P01668,skin_growth,0.472,medium,"Arre bhai, main dekh raha hoon. Aapka impact bahut serious hai. Is hard abnormality ka koi normal nahi hai. Yeh sambhav hai ki aapko subcutaneous hematoma ho gaya ho, jo kuch dinon mein kam ho jata hai. Lekin aapke case mein yeh kam nahi ho raha hai, jisse maine socha hai ki aapko doctor se milna chahiye.","Arre bhai, tumhare symptoms aur clinical signs dekhe, toh tumhare paas ek hard abnormality hai, marble ki size ki, aur yeh tumhare mathhe par hai. Iska koi dissipation nahi hua hai. Ye symptoms aur signs tumhare breast cancer ke liye suspicious hain. Hum tumhe doctor se milvane ke liye bhejenge.",0.25,1.0,0.0,0.0,0.75,0.0
P01674,neck_swelling,0.6377,high,"Arre bhai, aapki problem bahut serious hai. Ye lump aur difficulty swallowing ka combination ek thyroid problem ke liye suggest karta hai, jaise ki thyroid nodules ya thyroid goiter. Ismein pain ki absence aur tenderness ka presence bhi thyroid ke sambandh hai. Main aapko ek specialist se meeting karne ke liye kahaunga, lekin aapko iske liye urgent medical attention leni chahiye.","Bhai, maine dekha hai ki tumhare neck mein ek lump hai, jiska kendra right high jugular node par hai. Iska size 2*2 cm hai. Tumhare DR ne check kiya hai ki yeh lump Thyroid se related hai, lekin yeh nahi hai. Yeh papillary thyroid carcinoma se related metastasis hai, isliye tumhare DR ne tumhein bata diya hai ki tumhare neck mein tumhara Thyroid cancer hai.",0.6666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
P01681,skin_rash,0.4613,medium,"Arre bhai, aapke symptoms bahut hi ghatiya hain. Main samajhne ki koshish karta hoon. Aapke bataye gaye symptoms ke liye ek sambhavit karan hai ki aapka indoor air pollution ho sakta hai. Aapke bahut hi bekar khusbu aati thi, jisse aapke shareer mein kuchh problem ho sakti hai. Aapke symptoms aise hain jaise aap puraane hawaa ka saans le rahe hain, jisse aapke shareer mein takleef ho rahi hai. Main aapko ek doctor se milne ki salah deta hoon, jisse aapke symptoms ka theek se treatment ho sake.","Bhai, aapke symptoms bahut hi complex hain. Lekin humein kuchh cheezein dekhne ko mil rahi hain. Aapka kahaan se aane ke baad ultiya hone lagi, iska matlab hai ki aapka hawa ka saans lene ka kaam theek se nahi ho raha hai. Ismein aapke dil mein dard, dhundhla dekhna, badhatar constant headache, dhyaan dene mein mushkil, atyadhik gussa, aur red cracked skin ka shamil hain. 

Yeh symptoms aapke mantle cell lymphoma ke karan ho sakte hain, jismein aapke lymphocytes ka abnormal growth hai. Aapke clinical signs mein bhi erythematous skin lesions aur hemorrhagic eruptions hain, jo aapke lymphoma ke symptoms hain.",0.25,0.8,0.0,0.2,0.55,-0.2
P01682,swollen_tonsils,0.5213,high,"Arre, meri friend, main dekh raha hoon, uske symptoms bahut serious hain. Blood vomit, dyspnea, chest mein dard, throat ka sujan, gaal ke aage ke nodes ka sujan, aur coughing fits ke dard par rone wala - sab kuch mila hua hai. Iske liye, main sochta hoon ki esophagal perforation ya phir se throat mein koi injury ho sakti hai, jisse blood vomit ho rahi ho. Main aapko kahaunga ki woh zaroor doctor ke paas jaye, aur unhe kahaunga ki woh zaroor ek specialist doctor ke paas jaye, jaise ki thoracic surgeon ya pulmonologist.","Arre, meri friend ki situation bahut serious hai. Thoda saamne aaya hoon, main kuchh batata hoon. Clinical evidence ke anusaar, uski throat mein pedunculated mass tha, jo upper pole of left palatine tonsil se nikla tha. Iske alawa, uske paas foreign body sensation aur mass the, lekin koi sore throat ya difficulty swallowing ka history nahi tha. Blood parameters normal the. 

Lekin, uske baare mein aapke bataye gaye symptoms, jaise ki blood vomit, dyspnea, chest mein dard, throat ki sujhaai, aur gaal ke aage ke nodes ki sujhaai, clinical evidence mein nahi hain. Isliye, main kuch bhi confirm nahi kar sakta. 

Aapke friend ko zaroor doctor ke paas jana chahiye.",0.25,1.0,0.0,0.0,0.75,0.0
