pair_id,condition,similarity_score,match_quality,hinglish_query,zero_shot_output,grounded_output,zero_factual,grounded_factual,zero_hallucination,grounded_hallucination,factual_gain,halluc_reduction
P02568,skin_rash,0.4851,medium,"Mere pati ke foreskin ke aspaas ek redish rash hai jise unhone blood pressure medication amlopidine se joda hai. Ye rash dard nahi karta hai, lekin lal dikhta hai, aur vo keh rahe hain ki ye khujli ho","Aapke pati ke symptoms dekhte hue, ye ek allergic reaction ya skin infection ho sakta hai, jo unki blood pressure medication se juda hua hai. Redish rash aur khujli hone ke karan, yeast infection bhi ek possibility hai, lekin iske liye proper diagnosis ki zarurat hai. Aapke pati ko family doc se milna chahiye, taaki unke symptoms ko properly check kiya ja sake aur sahi treatment diya ja sake. Monistat try karna chahiye, lekin pehle doctor ki salah lena zaruri hai.","Main aapki problem ko samajh raha hoon, lekin mujhe yeh kehna hai ki clinical evidence mein aapke symptoms ka koi zikr nahi hai. Hum yeh confirm nahi kar sakte ki aapka rash yeast infection hai ya nahi, kyunki ismein aise koi information nahi hai. Aapko apne family doctor se milna chahiye aur unse apni problem ke baare mein discuss karna chahiye, taaki ve aapki condition ko theek se diagnose kar sakein aur sahi treatment provide kar sakein.",0.5,0.5,0.5,0.5,0.0,0.0
P02180,skin_rash,0.454,medium,"Hi Dr. Samuel, Haal mein mere haathon par skin hives, raised, pink, itchy rash ho rahe hain. Mujhe lag raha hai ki ye seafood ki allergy se ho raha hai. Mujhe drug store se antihistamine lena hai. Wah","Aapko pata lagana hai ki ye hives contact se hai ya food se, toh aapko apne daily routine aur diet ko dekha padega. Aapne jo seafood ki allergy ka doubt bataya hai, uske basis par aapko ek antihistamine lena chahiye jo allergic reactions ko control kar sake, jaise ki diphenhydramine ya loratadine. Aapko drug store par advice leni chahiye ki kaun sa antihistamine aapke liye suitable hai. Aur, aapko ye bhi dhyan rakhna hai ki agar aapko breathing difficulty ya face, tongue, ya throat mein swelling ho, toh turant doctor ko dikhaana chahiye.","Main aapki image dekh raha hoon, lekin mujhe clinical evidence mein aapke symptoms ke baare mein kuchh nahi mila. Aapke paas jo hives, raised, pink, itchy rash hai, wo clinical evidence mein describe nahi kiya gaya hai. Main iske baare mein kuchh confirm nahi kar sakta. Aapko doctor se milna chahiye jo aapke symptoms ko dekhkar sahi diagnosis aur treatment suggest kar sake.",0.0,0.0,1.0,1.0,0.0,0.0
P02260,skin_rash,0.5256,high,"Mere beti ko is tarah ke raised blotches hai unki skin par, kuch rashes ki tarah lagte hai aur kuch bug bite ki tarah. Unhone koi abnormal food nahi khaya hai jo iska karan ho sakta tha aur kal wo bah","Aapki beti ko jo raised blotches hai, wo kai cheezon ki wajah se ho sakte hain, jaise ki allergy, infection ya skin irritation. Bug bite ya rashes ki tarah lagne wale ye blotches kabhi-kabhi heat rash ya contact dermatitis bhi ho sakte hain. Aapko chahiye ki aap apni beti ko ek doctor ke paas le jayein, taaki unka proper check-up ho sake aur sahi diagnosis kiya ja sake. Doctor aapki beti ki skin ko dekhkar aur uske symptoms ko samajhkar hi sahi treatment suggest kar sakte hain.","Beti ko jo rashes ya blotches hain, unka description Erythema elevatum diutinum (EED) jaisa nahi lagta hai, kyunki EED mein multiple painful red raised lesions hoti hain jo palms aur legs par aati hain, aur aapki beti ki image mein yeh sab details clear nahi hain. Hum yeh confirm nahi kar sakte ki yeh EED hai ya kuch aur, kyunki humare paas uski poori medical history aur examination details nahi hain. Aapko apni beti ko ek doctor ke paas le jana chahiye taaki unka proper diagnosis aur treatment ho sake.",0.25,0.75,0.75,0.25,0.5,0.5
P02459,skin_rash,0.3764,medium,"Hi, main Hawaii mein rehti hoon. Humne haal hi mein ek 12 din ka trip Wyo & Montana par kiya tha jahan bahut thand aur sukha hua tha. Uske antim din mujhe neeche ki peeth par ek rash patch se uth gaya","Aapko lagta hai ki yeh rash aapke lambi yatra ke dauran hua hai, khaskar aapne apni leg ko bahut ragadne ki wajah se. Yeh ek prakaar ki allergic reaction ya friction ki wajah se ho sakta hai. Aapke umar aur yatra ke dauran hone wale khichav ke karan bhi isme yogdan ho sakta hai. Main aapko salah deta hoon ki aap apne doctor se milo, woh iske baare mein aur achhe se jaankari de sakte hain.","Main aapki samasya ko samajhne ki koshish kar raha hoon, lekin mujhe lagta hai ki aapki samasya ka varnan karne wale clinical evidence mein nahin hai. Aapne jo bataya hai, usmein Mr X ke bare mein jaankaari thi, jo ki pulmonary tuberculosis aur HIV se peedit tha. Aapki samasya ka varnan ismein nahin hai, isliye main iske baare mein kuchh nahin kah sakta.",0.5,0.25,0.5,0.0,-0.25,0.5
P01993,skin_rash,0.547,high,"Mujhe Dengue ka diagnose hua hai 10 din pehle aur ab mere platelet count normal ho gaya hai aur fever bhi nahi hai. Current count 293 hai. Mere arms, legs, neck par bright red rashes ho rahi hai aur w","Dengue ke baad aisi rashes ho sakti hai, lekin yeh zaroori hai ki aap doctor se consult karein. Anti-allergic tablets jaise Avil ya Allegra le sakte hai, lekin pehle doctor ki salah lena zaroori hai. Aapko yeh bhi pata hona chahiye ki kya yeh rashes kisi aur cheez ki wajah se ho rahi hai, jaise ki allergy ya koi aur infection. Doctor se milne ke baad hi koi medicine lena shuru karein.","Aapke symptoms ko dekhkar, mujhe lagta hai ki aapke rash ka koi connection dengue se nahi hai, kyunki clinical evidence mein koi mention nahi hai ki patient ko dengue hua tha. Aapke rash ki wajah kuch aur ho sakti hai, lekin is case mein, patient ko PLEVA diagnose hua tha. Aapke liye anti-allergic tablet lena safe hai ya nahi, iske liye main confirm nahi kar sakta, kyunki clinical evidence mein iske bare mein koi information nahi hai. Aapko apne doctor se consult karna chahiye.",0.6666666666666666,0.5,0.3333333333333333,0.5,-0.16666666666666663,-0.16666666666666669
P02460,skin_rash,0.4785,medium,"Hindi: Namaste doctor, mere pas ek sawaal hai jahan pe mere skin pe rashes aur itching ke baare mein hai. Peechle teen hafte se mujhe bahut jyada itching ho rahi hai mere pair, haath aur taango mein, ","Namaste, aapki skin pe rashes aur itching ke liye kai tarah ke creams aur lotions uplabdh hain. Aapko hydrocortisone cream ya calamine lotion try karna chahiye, ye dono itching ko kam karne mein madadgar ho sakte hain. Aapko apne skin par thoda sa cream ya lotion lagakar test karna chahiye, agar aapko koi side effect mehsoos ho to turant rok dena chahiye. Aapko koi bhi product use karne se pehle thoda sa patience rakhna hoga, kyunki inke results dikhone mein thoda samay lag sakta hai.",[API_ERROR],1.0,0.25,0.0,0.0,-0.75,0.0
P02206,skin_rash,0.3907,medium,Do saal pehle mere chehre par laal chakte ho gaye. Mene skin specialist ke pass gaya. Unhone mujhe momate creem di aur kaha ki ise regular use karo. Uske baad se mein roz is creem ka istemal kar raha ,"Aapke chehre par laal chakte hone ki samasya hai, aur aapne skin specialist se consult kiya tha. Unhone aapko momate cream di thi, jo ki ek steroid cream hai, jo ki skin ki inflammation ko kam karne mein madad karti hai. Aapke case mein, yeh cream aapke liye effective hai, lekin aapko yeh cream regular use karna pad raha hai, nahi to chakte phir se ho jaate hain. Aapko apne skin specialist se phir se consult karna chahiye, taaki ve aapki samasya ko aur achhe se samajh sakein aur aapko proper guidance de sakein.",[API_ERROR],0.0,0.25,1.0,0.0,0.25,1.0
P01951,skin_rash,0.401,medium,"Mujhe chehre par ""rash"" hai jo shuru mein ek lal pimple cluster ki tarah hota hai, jo ek clear substance release karta hai aur dheere dheere crust ho jata hai aur flake ho jata hai. Jab ye ""heals"" ho ",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02585,skin_rash,0.4083,medium,"Hello, lagbhag 2 mahine pehle mere andar ki jaangh par ek round laal aur sujan wala bohot khujli wala circle dikha. Us samay mujhe uti ke liye antibiotics liye the. Mene us jagah ko lotrimin jock itch","Aapko 2 mahine pehle uti ke liye antibiotics liye the, aur usi samay aapki jaangh par ek round laal aur sujan wala circle dikha, jo ki khujli wala tha. Aapne usse lotrimin jock itch cream se treat kiya, jisse khujli, sujan aur laalapan kam ho gaya. Ab voh jagah sukh gayi skin ki tarah lagti hai, aur ek bruise ki tarah dikhti hai, yeh ek fungal infection ka nishan ho sakta hai, lekin yeh bhi ho sakta hai ki yeh skin ki koi aur samasya ho. Aapko ek dermatologist se milna chahiye, woh aapki skin ko dekhkar sahi diagnosis aur treatment bata payenge.",[API_ERROR],0.3333333333333333,0.25,0.6666666666666666,0.0,-0.08333333333333331,0.6666666666666666
P01657,skin_rash,0.5035,high,"Hello, uh mujhe samajh nahi aa raha hai ki kaise kahun, mujhe chinta hai ki mujhe breast cancer ho sakta hai, main clinic jaane ke liye bahut sharmati hoon... mere nipple ke upar ek ganth hai, choti m",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02858,skin_rash,0.4649,medium,"Hello doctor, mujhe lagbhag teen hafte pehle kuch problem hui thi meri skin mein. Mujhe antibiotics di gayi thi aur doctor ne kaha tha ki mujhe is jagah ko saaf rakhe aur anti-fungal cream lagayein. S",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02080,skin_rash,0.4669,medium,"Red hai aur itching kar raha hai aur mujhe irritate kar raha hai, lekin maine sab koshish ki hai ise ignore karne ki. Lekin ab mere left arm par ek spot hai jo mere shoulder par wale spot jaisa hai. Y",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00183,skin_rash,0.5342,high,"Mere poti ki skin dry hai aur uske legs par aur hair par whitish discoloration ki patches hai aur uski scalp bhi dry hai. Please doctor, dekhiye is vartaman condition ko. Humne usko beach par le jane ","Aapki beti ki skin dry hai aur uske legs par aur hair par whitish discoloration ki patches hai, ye shayad eczema ho sakta hai, kyunki aapne bataya ki dono parents ki history me eczema ki hai. Beach par jaane ke baad ye problem jyada dikhayi de raha hai, shayad waha ke environment ya sun exposure uski skin ko affect kar raha hai. Aapko ek pediatrician se milna chahiye, wo iske bare mein aapko better advise de sakte hain. Aap apni beti ko moisturizer lagate rahein aur uski skin ko hydrate rakhein, ye uski dry skin ko thoda relief de sakta hai.",[API_ERROR],1.0,0.25,0.0,0.0,-0.75,0.0
P02514,skin_rash,0.3757,medium,"Hi,Main alcohol peene ke baad apne chest par ek laal daaghoo wale rashes paata hoon, aur bhi emotional situations mein jaise jab main udas, gussa ya tanav mein hoon. Mujhe skin par aasani se laal nish",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01971,skin_rash,0.5982,high,"Mere hath ke peeche 3 mahine se kuch rashes hai, jo ek taraf ho rahe hain. Ye khujli ya dard nahi karta hai lekin aabhi tak gayab nahi hua hai. Shayad ye thoda phel raha hai. Uska image neeche attache",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01724,skin_rash,0.4861,medium,"Good Morning Dr. Mein 40 saal ka hoon. Mein RA positive hoon aur mujhe autoimmune disorder bhi hai. Mein Wysolone 15 mg se shuru kiya, phir 10 mg, 7.5 aur abhi 5 mg dosage par hoon. HCQS 200, Folitrax",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02036,skin_rash,0.5465,high,Meri beti ko is red oval scaly rash ko ab 4 mahine ho gaye hain. Ye ringworm jaisa lagta hai lekin aisa nahi hai. Hum dermatologist ke paas gaye the aur unhone biopsy karwayi. Abhi tak humein result n,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01794,skin_rash,0.555,high,"Hi doctor, main 24 saal ka hoon. Teen mahine pehle mujhe viral conjuctivitis hua tha, lekin do hafte baad sab theek ho gaya tha, phir meri aankhon ki drishti dhundhli ho gayi, tab mere doctor ne mujhe",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02647,skin_rash,0.5451,high,"Namaste doctor, mujhe kuch dino pehle total hip replacement surgery hui hai. Kal se mere torso, back, buttocks aur legs pe ek rash develop ho raha hai. Kripya doctor, niche diye hue vartaman condition",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02564,skin_rash,0.4782,medium,Mai 49 saal ki mahila hoon. Meri zindagi mein ab tak kabhi bhi chehre ki twacha se sambandhit koi problem nahi hui thi. Mujhe kisi chiz se allergy nahi hoti hai. Lotions badalne se meri twacha par kab,"Aapki twacha par laal rashes aa gaye hain, yeh kisi allergy ya irritation ke kaaran ho sakta hai. Aapne jo laxative liya tha, usse bhi yeh reaction ho sakta hai, kyunki kuchh medicines ya substances se skin par asar pad sakta hai. Ab aap us laxative ka sevan band kar chuki hain, to shayad rashes apne aap thik ho jayenge, lekin agar yeh rashes aur bhi badh jayen ya khujli honi shuru ho jaye, to doctor se milna zaroori hai. Aapko kuchh din wait karna chahiye aur dekhen ki kya rashes thik hote hain.",[API_ERROR],0.0,0.25,1.0,0.0,0.25,1.0
P01709,skin_rash,0.5866,high,"Mujhe saans lene mein takleef hai, mere left inner chest mein dard hai. Mere haatho par ek rash hai jo golakar hai aur jiski skin dry hai. Iska image neeche attach kiya gaya hai...april mein mujhe lun",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00403,skin_rash,0.5227,high,Mere paas do aur adhe saal ka ek beta hai jo abhi tak diapers mein hai aur uske penis ke aas paas ki skin par chote chote laal pimples ki tarah ke dane aa rahe hain. Kya ye uske urine se irritation ki,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00149,skin_rash,0.5216,high,"Mere 4 saal ki beti ko kuch samasya hai meri skin mein, pichle hafte wo gp ke paas gayi thi kyunki usko cough thi aur usne kaha tha ki shayad usko asthma aur chest infection ho sakte hain, isliye usko",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02328,skin_rash,0.4405,medium,"Mujhe ek baar baar aane wala rash hai jo meri gaal aur gardan par hi hota hai, mujhe lagta tha ki ye wheat ke skin products ke karan hai lekin ye bohat regularly ho raha hai aur mein bohat careful hoo",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00818,skin_rash,0.4884,medium,"Mere bete ko kuch dino se bimari hai. Usko ek rash hai aur uske private area ke paas skin pealing ho rahi hai. Kripya doctor, dekhiye is vartaman condition ko. Woh ek burning bright orange wee ke kara","Bête ko jo rash aur skin peeling ho rahi hai, yeh kai cheezon ki wajah se ho sakta hai, jaise ki allergy, infection ya koi skin condition. Burning bright orange urine ka karan bhi kai ho sakta hai, jaise ki dehydration ya koi urinary tract infection. Aapko doctor ke saath wait karna hoga, jab tak test results nahi aate, hum kuch confirm nahi keh sakte. Aap apne bete ko pani piyane ke liye kahein aur doctor ke instructions follow karein.",[API_ERROR],0.6666666666666666,0.25,0.3333333333333333,0.0,-0.41666666666666663,0.3333333333333333
P01591,skin_rash,0.4871,medium,"Mere haath lagatar khujli karte hain, aur jab main unhe khujata hoon toh meri skin mein ek chote se ho elevations issue sa aa jata hai. Doctor, iske liye image neeche attach hai. Thodi der baad bahut ",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02145,skin_rash,0.5579,high,"Mujhe ek rash hai, mere doctor ne skin scrapping karke kaha ki ye fungal ya bacterial nahi hai. Ye mere poore sharir par raised round welts hai jo itching karte hain aur gayab nahi hote. Mai isse 5 ma",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02463,skin_rash,0.5232,high,"Mere bete ke chest aur shoulders par red dry patches ho gaye hain, jo round shape ke hain. Unki sirf kuch hain, lekin wo unke normal body/skin area se alag hain. Hum swim karte hain, sun screen bhi la",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02358,skin_rash,0.5979,high,"Mujhe ek bahut khujli wala rash hai, jo mere scalp, lower back, shoulders aur elbows par develop hota hai. Mere dermatologist ne socha ki shayad ye dermatitis herpetiformis ho sakta hai. Sabhi tests n",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02192,skin_rash,0.4102,medium,Mujhe char hafte se mera sharir ke alag alag hisso me khujli aur daane ho rahe hain. Ye daane khujli karti hai aur agar main unhe khujlata hoon to ye phailne lagte hai. Meri skin dry hai aur maine vit,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01775,skin_rash,0.3728,medium,Maine ek hafte pehle pahadon mein ek pani ka dhakka kha liya aur meri boots ke andar sab bhig gaya. Agli subah utha aur mere paon ke andar aur talvon par ek kharish thi jo tuti hui khoon ke nason ki t,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02090,skin_rash,0.5126,high,Main 20 saal ki single ladki hoon aur kabhi bhi kisi se sexual contact nahi hua hai. Lekin mujhe chinta hai kyunki meri private area ab lal ho gayi hai. Ye last week mujhe periods ke time shuru hua th,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00110,skin_rash,0.4445,medium,"Mere 21 mahine ke bacche ki skin red raised rash ho jaati hai, lagta hai ki ye cinnamon toast khane ke baad hota hai lekin hum soch rahe hain ki iska kaaran sugar free syrup bhi ho sakta hai. Ye sugar","Bacche ko jo rash ho raha hai, wo shayad allergy ki wajah se ho sakta hai, khaskar cinnamon toast ya sugar free syrup ke baad. Aapko sugar free products dene se pehle thoda sa test karna chahiye, jaise ki thoda sa amount dekar dekhein ki koi reaction hoti hai ya nahi. Agar rash hoti hai toh use andar se harm ho sakti hai, jaise ki digestive issues ya aur bhi samasyaein. Aapko apne bacche ko ek safe aur controlled environment mein rakhte hue, sugar free products ko introduce karna chahiye, aur agar problem bani rahe toh doctor se milna chahiye.",[API_ERROR],0.0,0.25,1.0,0.0,0.25,1.0
P00101,skin_rash,0.5299,high,Mere 8 mahine ke beti ko kuch din pehle 39.1C ka temperature tha. Humne use humare doctor ke paas le gaye..unhone diagnosis kiya ki ye ek virus hai. Uska temperature ab normal ho gaya hai lekin uske p,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02322,skin_rash,0.5391,high,"Haal hi mein mere sarir par ek khujli breakout hua hai, jo skin eruption aur papule/blister ki tarha hai mere sarir par, especially mere torso par. Doctor initially samajh rahe the ki ye allergy ki wa",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02074,skin_rash,0.5124,high,Mujhe bahut saare skin tags ho rahe hain aur pichle 4-5 din se wo meri gardan tak aane lag rahe hain. Ye almost ek brown rash ki tarah hai jisme area mein skin tags noticeable hote hain. Main 69 saal ,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01589,neck_swelling,0.5476,high," Hi, mujhe abhi kuch din pehle ek severe lung infection hua tha aur ab usse mukti mili hai. Mere pass asthma bhi hai. Aaj mujhe apni gardan ke right side par sujan wala ek lymph node mila hai, Doctor ",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01555,neck_swelling,0.5505,high,Kya main apne neck ke side pe ek lump ke liye internal med specialist ke paas jaun? Mujhe bahut chinta ho rahi hai kyunki wo badh raha hai aur mujhe left side pe aur ek lump bhi notice ho raha hai. Au,"Aapko internal med specialist ke paas zaroor jaana chahiye, kyunki neck mein lump hone ki kai wajah ho sakti hain, jaise ki infection, allergy ya koi aur samasya. Aapke left side pe ek aur lump hone aur neck ke peeche ki skin mein problem hone ki wajah se yeh sabhi cheezein related ho sakti hain. Doctor aapki jaanch karke hi sahi wajah pata kar payenge, isliye aap unse milne jayein aur apni sabhi symptoms unhein bataayein. Aapko chinta karne ki zarurat nahi hai, lekin doctor ki salah lena zaroori hai.",[API_ERROR],0.3333333333333333,0.25,0.6666666666666666,0.0,-0.08333333333333331,0.6666666666666666
P01339,neck_swelling,0.5648,high,"Mai 5ft 4 186 lbs hoon, right side mai stiff aur painful neck se shuru hua, ab mere peeche upar ki taraf ek swollen lump hai neck ke just below. Doctor, kripya patient ki image dekhe, kuch issue hai m",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01536,neck_swelling,0.5869,high,Mujhe ek saal se jugular vein ke niche aur collar bone ke upar ek ganth hai. Ek saal pehle mujhe biopsy hui thi jisme lymph node cells aur regular cells dikhe. Ganth abhi bhi hai aur strenuous swimmin,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01627,neck_swelling,0.393,medium," Hi, haal hi mein maine apne peeth, maathe aur jaanghon par kuch gaanth payi hai...maine internet par padha hai aur pata chala hai ki ye ek benign tumor hai jise lipoma bhi kehte hain. Use kee image n",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01800,neck_swelling,0.6297,high,"Hello doctor, I have swelling in the neck and tested in the laboratory about three years ago. They say I have a problem with my thyroid and I need to consult a doctor. Unfortunately, we do not get a c",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00692,neck_swelling,0.4175,medium,"Toh maine aaj se ek hafta pehle ek wisdom tooth nikalwaya tha... Mujhe bahut iccha hai ki main uss taraf chew karo aur aise hi kuch karo, lekin main abhi tak uska dhyaan rakhta hoon... Mera samasya ye",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02662,neck_swelling,0.5262,high," Namaste doctor, Mera sawal hypothetical hai. Agar kisi ko stroke ke karan brain damage ho gaya hai, toh kya koi tarika hai jisse hum ye determine kar sake ki brain ke transmitters ya neurotransmitter","Namaste, aapka sawal bahut hi interesting hai. Brain damage ke baad neurotransmitters ko check karne ke liye kai tests available hain, jaise ki MRI, CT scan, aur PET scan. In tests se hum brain ke kisi specific area mein damage ko dekh sakte hain, lekin neurotransmitters ko directly check karne ke liye koi specific test nahi hai. Aapne attach kiya hua image dekhne ke liye dhanyavad, lekin mujhe lagta hai ki usse humein specific diagnosis nahi mil sakti.",[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00794,neck_swelling,0.5727,high,"Karib ek saal pehle maine apne wisdom teeth aur molar (right side par) nikalwaye the. Molar ke tukde ho gaye the. Uske baad se, mere right side of neck par ek ajeeb si sensation hai. Kripya doctor, ne",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P02603,neck_swelling,0.5336,high,"Namaste doctor, main 22 saal ka hoon. Mujhe last two months se apne gardan ke beech mein sujan hai. Kripya see something happened on neck below. Mere paas thyroid nahi hai aur maine ise do mahine pehl",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01687,neck_swelling,0.4703,medium,"Mere pichle kuch mahino se dhyaan diya hai ki mere gardan ke kareeb dono clavicles ke upar, nazook sujan hai, woh dard nahi karti hai aur main dekhti hoon ki jab main vyayam karta hoon, toh woh badh j",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01582,neck_swelling,0.6252,high,"Hi, mere neck par ek bada lymph node hai jo ek mahine pehle notice hua hai, ye dard nahi kar raha hai. Latest blood test mein meri uric acid level elevated hai. Doctor dekhiye patient ki image neeche,",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00405,neck_swelling,0.4206,medium,"Meri beti abhi hamare metal bed frame par gir gayi aur uske naak aur gaal ke beech aur bhujh mein takra gayi. Wo thoda suj gaya hai aur skin ke peeche bruising lag raha hai. Please dekhe, neeche attac","Beti ko chot lagne ke baad sujan aur bruising aana normal hai, lekin humein uske symptoms pe nazaron rakhna chahiye. Agar usko bahut dard ho raha hai ya sujan badh raha hai, to hum doctor se consult kar sakte hain. Aapne ice rakha hai, jo sahi hai, aur usko sohne dena bhi theek hai, lekin raat mein agar usko bahut dard ho ya uska sujan badhe, to hum doctor ko dikha sakte hain.",[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01297,neck_swelling,0.5107,high,"8 din pehle mein office se ghar aaya aur jab car se utra to mere kaan ke neeche, mere gale ke niche ek laal, kadak ganth dikhi.Meri neck ki image dekh lo doctor, mere gale mein kuch problem hai. Ganth",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00213,neck_swelling,0.5161,high,Hi humne toh mujhe is ajeeb se vibrating shaking ki problem ho rahi hai meri neck ke back mein aur main ise apne head aur jaw mein bhi feel karti hoon aur kabhi kabhi apne body ke through bhi kyunki m,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01584,neck_swelling,0.4545,medium,"Mujhe apne gardan ke baye taraf ek ganth hai. Doctor, kripya niche diye gaye patient ki image dekhein, mere gardan me kuch samasya hai. Ye dardrahit hai aur bada ya chota dikhayi nahi deta hai. Mujhe ",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01811,neck_swelling,0.5217,high,"Namaste, doctor, Mere paas ke symptoms hain bad cold ya strep throat, itchy eyes aur throat lekin cough nahi hai. Mere tonsils to nahi hain, lekin lag raha hai ki mere throat ke ek taraf whitish puffi",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01613,neck_swelling,0.4501,medium,"Mujhe mere gardan ke paas, collarbone ke upar, ek dardnak ganth hai, agar main ise chhoo ya apni gardan hilao toh dard hota hai aur andar ek chhota sa sakht ganth hai. Doctor please dekhiye patient ki","Aapko gardan ke paas dardnak ganth hai, yeh chinta ka vishay hai. Aapne bataya ki yeh sujan roz roz kam hoti hai, lekin phir bhi aapko chinta hai. Aapko flu shot aur TDAP shot lage hue hain, isse yeh ho sakta hai ki yeh vaccination ke reaction ke karan ho raha hai. Main aapko salah deta hoon ki aap apne doctor se milo, woh aapki jaanch karke sahi diagnosis aur treatment bata sakte hain. Aapko shaant rehna chahiye, doctor se milne ke baad hi sahi pata chalega ki aapko kya problem hai.",[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00698,neck_swelling,0.6016,high,"Mere ma ka umar 82 saal hai, 20 saal se diabetes hai aur wo humasulin 30/70 mixtard par hai- approx 20 unit daily + usko tripple artery bypass ho chuki hai to usko heart condition hai with erythemia +",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01334,neck_swelling,0.5627,high,Mujhe Pulmonary TB hai. 2.5 mahine tak AKT4 course liya hai aur uske baad continuously RCinex450 le raha hoon. 8 mahine se RCinex le raha hoon. Ab mujhe test karvana hai aur TB tablet ko stop karna ha,[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P01322,neck_swelling,0.4352,medium,"Namaste, mujhe meri 9 saal ki beti ke baare mein chinta ho rahi hai. Uske gardan mein dard wale ganthe ho gayi hain. Wahan sujan bhi hai. Doctor, kripya patient ki tasveer ko neeche dekhiye jo mere ga",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00211,neck_swelling,0.4908,medium,"Mere neeche ka haddi, left side, tender hai - skin nahi hai - teeth nahi hai - tissue hai, main samajhta hoon. Swelling nahi hai. Mujhe laga ki ye daant ho sakte hain, lekin maine haal hi mein dentist",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
P00948,neck_swelling,0.5583,high,"Hi! Mere left neck pe tb hai, mujhe last 14 months se treatment chal raha hai, pehle 7-8 months mein positive response aaraha tha lekin jab treatment close karne wala tha tab dobara swelling ho gayi h",[API_ERROR],[API_ERROR],0.25,0.25,0.0,0.0,0.0,0.0
