pair_id,condition,random_case_id,random_condition_group,random_is_coincidentally_correct,grounded_output_random,random_is_refusal,random_factual_vs_random_ev,random_halluc_vs_random_ev,random_factual_vs_oracle_ev,random_has_concepts,real_factual,oracle_factual,zero_factual_vs_oracle,real_is_refusal,oracle_is_refusal,retrieval_top1_correct,model
P02979,,PMC11380823,hand_lump,False,"Namaste! Aapke symptoms ke baare mein jo clinical evidence humare paas hai, usme sirf schwannoma aur LZTR1 gene se judi jankari hai. Is evidence mein penis ki infection, balanitis, ya foreskin irritation ka koi zikr nahi hai. Isliye main is specific condition ke liye koi confirmation ya treatment suggestion nahi de sakta. Agar aapko is problem ka samna hai, toh kripya ek urologist ya dermatologist se direct consult karein.",True,0.0,1.0,1.0,True,,,0.0,False,True,False,openai/gpt-oss-20b
P02586,,PMC6802959,edema,False,"Mujhe maaf kijiye, lekin aapke internal thighs mein itching aur candid-B ointment ke long‑term use se skin cancer ke risk ke baare mein koi clinical evidence available nahi hai. Isliye main is baat ko confirm ya deny nahi kar sakta. Aapko iske liye apne dermatologist se consult karna chahiye.",True,0.5,0.5,0.5,True,0.0,1.0,0.4,True,False,False,openai/gpt-oss-20b
P01086,,PMC5458698,hand_lump,False,"Mujhe aapke diye gaye clinical evidence mein sirf haath aur ungliyon ke arthropathy se sambandhit jaankari mili hai. Isliye main aapke kidney ke symptoms, itching, weight loss, ya urination frequency ke baare mein koi confirm karne ka adhar nahi de sakta. Aapke symptoms kidney se jude ho sakte hain, lekin is evidence se main yeh nahi keh sakta. Kripya apne nephrologist ya urologist se milkar detailed evaluation karwayein.",True,0.0,1.0,0.0,True,,0.0,0.0,True,True,False,openai/gpt-oss-20b
P01964,,PMC9912699,swollen_tonsils,False,"Mujhe maaf kijiye, lekin diye gaye clinical evidence mein aapke symptoms (thigh pain, skin rash, vaginal area ke dabadabe, etc.) ka koi zikr nahi hai. Isliye main iske baare mein koi specific information ya diagnosis nahi de sakta. Agar aapko koi medical concern hai, toh kripya apne local doctor se sampark karein.",True,1.0,0.0,0.5,True,,,0.5,False,False,False,openai/gpt-oss-20b
P01937,,PMC4023550,lip_swelling,False,"Mujhe maaf kijiye, lekin mujhe aapke is case ke liye koi clinical evidence nahi mila. Jo data aapne diya hai, woh ek 6‑varsh ki bachchi ke chromosomal abnormality se sambandhit hai, aur isme aapke 48‑varsh ke flu aur rash ke",True,0.0,1.0,1.0,True,,0.75,1.0,True,True,True,openai/gpt-oss-20b
P02389,,PMC6311804,skin_growth,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne share ki hai, usme aapke rash, itching, aur mood changes ke baare mein koi jankari nahi hai. Isliye main iske baare mein koi specific diagnosis ya treatment suggestion nahi de sakta. Agar aapko isse related koi samasya ho rahi hai, toh",True,0.0,1.0,0.0,True,0.5,0.0,,True,True,False,openai/gpt-oss-20b
P02981,,PMC9831653,lip_swelling,False,"I’m sorry, but the clinical evidence provided is about a child’s facial clefts and an accessory maxilla, and it does not cover any information about genital skin conditions, foreskin issues, or rash. Therefore, I cannot confirm or give advice on your symptoms.",True,0.0,1.0,1.0,True,0.0,1.0,0.0,True,False,False,openai/gpt-oss-20b
P01939,,PMC6533462,eye_redness,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme skin rashes, HCG diet, ya oats se sambandhit koi jaankari nahi hai. Isliye main is baare mein koi nishchit salah ya jaankari nahi de sakta. Aapke rash aur sujan ke liye ek dermatologist se milna behtar hoga.",True,0.0,1.0,0.0,True,0.0,0.0,0.25,True,True,False,openai/gpt-oss-20b
P02318,,PMC9937683,skin_irritation,False,,False,,,,False,0.0,0.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P02422,,PMC8313323,skin_growth,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein skin rash ya eczema ke baare mein koi jaankari nahi hai. Isliye main is rash ke liye koi specific advice ya confirmation nahi de sakta. Agar aapko aur guidance chahiye, toh aap apne dermatologist se direct consult karein.",True,0.0,1.0,0.5,True,0.0,,0.2857142857142857,False,True,False,openai/gpt-oss-20b
P02467,,PMC6815536,eye_redness,False,"Mujhe aapke rash ke baare mein koi clinical evidence nahi mila jo is situation ko cover kare. Isliye main iske baare mein confirm nahi kar sakta. Agar aapko chinta ho ya symptoms badhte rahe, toh ek dermatologist se consult karna sahi rahega.",True,0.0,1.0,0.0,True,0.0,0.6666666666666666,,True,False,False,openai/gpt-oss-20b
P02418,,PMC7350128,skin_rash,True,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai woh sirf ek lung infection (Paecilomyces) ke baare mein hai. Isme skin ke lesions ya unke treatment ke baare mein koi jaankari nahi hai. Isliye main aapke hand ke dard aur flakey skin ke baare mein koi specific advice nahi de sakta. Agar aapko lagta hai ki yeh koi serious issue ho sakta hai, toh doctor se milna best rahega.",True,0.5,0.5,0.5,True,,1.0,0.3333333333333333,False,True,False,openai/gpt-oss-20b
P00852,,PMC11043578,eye_redness,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme vulvar skin infection ya koi bhi skin condition ka zikr nahi hai. Isliye main is baare mein koi specific information ya guidance nahi de sakta. Agar aapko is topic par aur jaankari chahiye, toh aapko apne gynecologist ya dermatologist se direct consult karna hoga.",True,1.0,0.0,1.0,True,0.0,1.0,0.2,True,True,False,openai/gpt-oss-20b
P01993,,PMC6521531,skin_irritation,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai, usme dengue, platelet count ya bright red rashes ke baare mein koi jaankari nahi hai. Isliye main aapke is question ka jawab confirm nahi kar sakta. Agar aapko aur medical advice chahiye, toh kripya apne doctor se sampark karein.",True,0.5,0.5,1.0,True,0.3333333333333333,1.0,0.6666666666666666,True,True,False,openai/gpt-oss-20b
P02550,,PMC9830150,skin_rash,True,"Mujhe maaf kijiye, lekin jo clinical evidence humare paas hai, usme aapke ghutno ke piche ki kharish, shaving se hone wale irritation, ya HIV ke sanket ke baare mein koi jaankari nahi hai. Isliye main is baare mein koi confirm karne wala statement nahi de sakta. Agar aapko lagta hai ki shaving ya koi skin irritation ho raha hai, to ek dermatology specialist se consult karna behtar hoga.",True,,,,False,0.0,,0.0,True,True,False,openai/gpt-oss-20b
P02513,,PMC10299898,knee_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke rash ya skin ki baat nahi hai. Isliye main iske baare mein koi specific advice nahi de sakta. Agar aapko lagta hai ki ye yeast infection ho sakta hai, toh dermatologist se milna hi best rahega. Ghar par koi universal remedy nahi hai jo is situation ko guarantee kare.",True,0.0,1.0,0.5,True,0.5,0.5,0.5,True,True,False,openai/gpt-oss-20b
P00083,,PMC3339763,skin_irritation,False,Mere paas sirf 63‑varsh ke aadmi ki clinical evidence hai jisme PLEVA ka zikr hai. Is evidence mein 4‑saal ke bachche ya bachcho ke rash ke baare mein koi jaankari nahi hai. Isliye main aapke bachche ke rash aur fever ke liye koi specific diagnosis ya treatment suggest nahi kar sakta. Aapko ek pediatric dermatologist se milkar detailed evaluation karwana chahiye.,True,1.0,0.0,0.0,True,1.0,,0.0,True,False,False,openai/gpt-oss-20b
P02992,,PMC9234807,eye_redness,False,"I apologize, but the clinical evidence provided only describes severe Stevens‑Johnson syndrome (SJS) cases with diffuse maculopapular erythema, mucosal erosions, and a history of drug exposure. It does not cover mild itching, plaque‑like rash that has faded, or non‑contagious skin bumps. Therefore, I cannot confirm a diagnosis based on the evidence you shared.",True,1.0,0.0,0.5,True,,0.0,0.1428571428571428,False,True,False,openai/gpt-oss-20b
P02240,,PMC3541572,dry_scalp,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein H. pylori ke antibiotics ya skin ki samasya ke baare mein koi jaankari nahi hai. Isliye main is vishay par koi nishchit salah ya jaankari nahi de sakta. Agar aapko apni skin ki samasya ke liye koi upchaar chahiye, toh kripya apne dermatologist ya doctor se sampark karein.",True,,,,False,,,0.6666666666666666,True,True,False,openai/gpt-oss-20b
P02421,,PMC7509540,dry_scalp,False,"Mujhe aapke bachche ki situation ke baare mein koi specific clinical evidence nahi mila jo aapke bataye hue symptoms ya prescribed treatments (Tedibar, Absorb powder) ko cover kare. Isliye main is case mein koi confirmatory advice nahi de sakta. Agar aapko aur doubts hain, toh direct apne paediatrician se consult karna best rahega.",True,,,,False,1.0,,0.5,True,True,False,openai/gpt-oss-20b
P02129,,PMC10017860,knee_swelling,False,"Mere paas jo clinical evidence hai, usme aapke knee replacement surgery ke baad hone wali itching ya hives ke baare mein koi jaankari nahi hai. Isliye main is symptom ko confirm ya explain nahi kar sakta. Agar aapko lagta hai ki yeh koi allergic reaction ya skin issue ho sakta hai, toh aapko dermatologist ya allergist se consult karna chahiye.",True,0.0,1.0,0.0,True,0.5,0.0,0.0,True,True,False,openai/gpt-oss-20b
P02529,,PMC6020456,swollen_tonsils,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf mandibular osteomyelitis aur SAPHO syndrome ka zikr hai. Isme aapke anal area, pubic hair, thigh folds, nipple itching ya period‑related rashes ke baare mein koi jaankari nahi hai. Isliye main aapke is symptom ke liye koi specific conclusion ya treatment suggest nahi kar sakta. Agar aapko iske liye guidance chahiye, toh kripya ek dermatologist ya general practitioner se consult karein.",True,0.0,1.0,0.5,True,1.0,0.5,0.25,True,True,False,openai/gpt-oss-20b
P02283,,PMC3040432,edema,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai usme aapke IBS, skin issues, arthoritis ya food allergy ke baare mein koi jaankari nahi hai. Isliye main aapke sawaal ka jawab confirm nahi kar sakta. Agar aapko koi aur medical information chahiye, toh kripya alag clinical data share karein.",True,0.0,1.0,1.0,True,,1.0,0.5,True,True,False,openai/gpt-oss-20b
P02386,,PMC3853851,lip_swelling,False,"Main aapke query ke liye koi clinical evidence nahi dekh pa raha hoon. Jo data aapne diya hai, woh ek neonatal rhabdomyosarcoma ke baare mein hai, na ki facial rash ya cleanser se judi koi jaanch. Isliye main yeh confirm nahi kar sakta ki Noxzema ya exfoliant aapke rash ka kaaran hai. Agar aapko lagta hai ki skin problem ho rahi hai, toh dermatologist se consult karna behtar hoga.",True,0.0,1.0,0.0,True,0.0,0.5,0.3333333333333333,False,True,False,openai/gpt-oss-20b
P02474,,PMC8172984,skin_growth,False,"I cannot confirm that the clinical evidence you provided explains your finger rash and itching. The evidence describes a male patient with recurrent infections, immune deficiency, and kidney issues, but it does not mention skin rashes, itching, or localized finger lesions. Therefore, I cannot say what might be causing your symptoms based on this evidence.",True,0.3333333333333333,0.6666666666666666,0.0,True,0.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P02569,,PMC9330429,eye_inflammation,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf aankhon ki infection aur surgery ka zikr hai. Is evidence se aapke legs aur thighs ke red aur blotchy hone ka koi sambandh nahi milta. Isliye main is condition ke baare mein kuch confirm nahi kar sakta.",True,1.0,0.0,0.0,True,0.0,0.5,0.0,True,True,False,openai/gpt-oss-20b
P01726,,PMC5116516,skin_irritation,False,"Main aapke diye gaye clinical evidence ke hisaab se sirf uss gum lesion aur uske treatment ke baare mein hi bata sakta hoon. Azithral (azithromycin) ke side‑effects, jaise ki skin reaction, saans lene mein dikkat, dark urine, ya mouth tingling, is evidence mein mention nahi hain. Isliye main iske baare mein confirm nahi kar sakta. Agar aapko lagta hai ki aapko koi serious reaction ho raha hai, to turant apne doctor se sampark karein ya emergency care",True,1.0,0.0,1.0,True,,,0.0,True,True,False,openai/gpt-oss-20b
P00889,,PMC7381993,foot_swelling,False,"Mere paas jo clinical evidence hai, woh sirf acute meningoencephalitis ke cases se sambandhit hai—fever, seizures, CSF mein lymphocytosis, aur brain imaging ke baare mein. Isme rash ke baare mein koi jaankari nahi di gayi. Isliye main is rash ko in cases se jod kar confirm nahi kar sakta. Agar aapko chinta ho, to ek dermatologist ya general practitioner se consult karna behtar hoga.",True,0.5,0.5,1.0,True,1.0,1.0,0.4,True,True,False,openai/gpt-oss-20b
P02351,,PMC10032216,skin_rash,True,"Mujhe aapke sawaal ka jawab dene ke liye koi clinical evidence nahi mila jo aapke maa ke rash se sambandhit ho. Isliye main is baare mein koi specific salah nahi de sakta. Agar aapko lagta hai ki rash badh raha hai ya koi infection ka sanket hai, to turant doctor se consult karna behtar hoga.",True,1.0,0.0,0.0,True,,0.0,0.4,True,True,False,openai/gpt-oss-20b
P00810,,PMC5109681,neck_swelling,False,"Mere paas jo clinical evidence hai, usme sirf ek 46‑year‑old male ke small cell lung cancer ka case hai, jisme chemotherapy, radiation, aur immunotherapy ka zikr hai. Isme aapke bataye hue body aches, low‑grade fever, fatigue, appetite loss, aur facial/neck/hand/mouth redness ka koi mention nahi hai. Isliye main yeh confirm nahi kar",False,0.3333333333333333,0.6666666666666666,0.3333333333333333,True,0.5,1.0,0.6666666666666666,True,False,False,openai/gpt-oss-20b
P02502,,PMC7137875,mouth_ulcers,False,"Namaste! Mera paas jo clinical evidence hai, usme aapke jaisa rash ya skin ki condition ka koi zikr nahi hai. Isliye main iske baare mein koi confirm karne wala jawab nahi de sakta. Agar aapko lagta hai ki yeh serious ho sakta hai, toh ek dermatologist ya apne doctor se milkar check-up karwana behtar hoga. Dhanyawad!",True,0.0,1.0,1.0,True,0.5,0.0,0.2857142857142857,True,True,False,openai/gpt-oss-20b
P02340,,PMC10294282,eye_inflammation,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf ek 57‑year‑old male ka idiopathic hypertrophic pachymeningitis (iHP) ka case hai aur koi skin ya breast lesions ka zikr nahi hai. Isliye main aapke chest, upper back, aur breast par jo daana hai, uske kar",True,0.0,1.0,0.0,True,0.0,0.8333333333333334,0.0,False,False,False,openai/gpt-oss-20b
P00080,,PMC10589008,lip_swelling,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein 4‑year‑old bachche ke rash ya low‑grade fever ke baare mein koi jaankari nahi hai. Isliye main is situation ke liye koi specific advice nahi de sakta. Agar aapko lagta hai ki rash badh raha hai ya fever lagataar hai, toh doctor se milna sahi rahega.",True,1.0,0.0,0.5,True,,,0.6,False,True,False,openai/gpt-oss-20b
P02249,,PMC7249804,swollen_eye,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne share ki hai, usme sirf kidney se judi information hai—nephrotic syndrome aur kidney biopsy ke results. Isme aapke inner thigh ke rash, itching, ya dry skin ke baare mein koi data nahi hai. Isliye main is case ke liye koi specific advice ya confirmation nahi de sakta. Agar aapko skin ke liye guidance chahiye, toh aapko dermatologist se consult karna hoga.",True,0.0,1.0,0.0,True,0.5,1.0,0.0,True,False,False,openai/gpt-oss-20b
P01945,,PMC2639565,cyanosis,False,Mujhe ma,False,,,,False,0.0,0.0,0.1428571428571428,True,True,False,openai/gpt-oss-20b
P02412,,PMC5727553,skin_irritation,False,"I’m sorry, but the clinical evidence provided does not cover skin rashes, poison oak, clobetasol, prednisone, or air‑bag exposure. I cannot confirm any of the points you mentioned about the rash, its causes, or whether it could indicate cancer. If you have concerns about your skin condition, it would be best to consult a dermatologist for a proper evaluation.",True,0.5,0.5,0.5,True,,0.5,0.2857142857142857,False,True,False,openai/gpt-oss-20b
P01745,,PMC7007038,lip_swelling,False,"Main aapke diye gaye clinical evidence se sirf PHACE syndrome aur uske sambandhit hearing loss ke baare mein hi jankari de sakta hoon. IgE level, acidity, ya skin ke permanent treatment ke baare mein is evidence mein koi jaankari nahi hai. Isliye main aapke specific query ka jawab confirm nahi kar sakta. Agar aapko in topics par detailed advice chahiye, toh kripya apne dermatologist ya allergist se sampark karein.",True,,,,False,,1.0,0.5,True,True,False,openai/gpt-oss-20b
P01782,,PMC6890602,skin_irritation,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne diya hai, usme aapke 26‑varsh ke male ke symptoms ya yeast infection ke baare mein koi jaankari nahi hai. Isliye main iske baare mein koi confirm karne wala statement nahi de sakta. Agar aapko specific guidance chahiye, to aapko apne dermatologist ya primary care doctor se consult karna hoga.",True,1.0,0.0,0.0,True,0.0,0.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P02294,,PMC10718575,skin_growth,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme toddler ki rash ya vaginal area ke baare mein koi jaankari nahi hai. Isliye main is case ke liye koi specific advice ya confirmation nahi de sakta. Kripya ek pediatrician",True,0.0,1.0,0.0,True,0.5,0.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P00398,,PMC3420083,knee_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke bacche ke rash ke baare mein koi jaankari nahi hai. Isliye main is mamle mein koi specific salah ya diagnosis nahi de sakta. Agar aapko abhi bhi chinta hai, to kripya kisi pediatric dermatologist ya dermatologist se sampark karein.",True,0.0,1.0,0.0,True,1.0,,0.5,True,True,False,openai/gpt-oss-20b
P02694,,PMC5013246,foot_swelling,False,"Mujhe aapke diye gaye clinical evidence mein sirf thyroid goiter aur airway ki details dikh rahi hain, scleroderma ke koi data nahin hai. Isliye main aapke scleroderma diagnosis ko confirm nahin kar sakta. Aapke symptoms aur family history ko lekar aapko ek rheumatologist se milna chahiye. Methotrex",False,,,,False,1.0,1.0,,True,True,True,openai/gpt-oss-20b
P01681,,PMC9792188,skin_dryness,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme sirf Noonan syndrome‑like with loose anagen hair (NS/LAH) ke features bataye gaye hain—jaise ki chehre ki anomali, chhota stature, growth hormone deficiency, intellectual disability, sparse hair, eczema, ichthyosis, dark skin, hypernasal voice, aur cardiac defects. Aapke bataye gaye symptoms (vomiting, chest pain, blurred vision, severe headache, skin",True,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,0.6666666666666666,0.0,0.0,False,True,False,openai/gpt-oss-20b
P00146,,PMC8774295,edema,False,"Mujhe aapke sawaal ka jawab dene ke liye koi clinical evidence nahi mila jo aapki beti ke rash, cradle cap, ya smell ke baare mein ho. Jo data maine dekha, woh ek 91‑varsh ke aadmi ki sepsis aur cardiac device se sambandhit hai. Isliye main aapke rash ke liye koi specific conclusion ya diagnosis nahi de sakta. Agar aapko aur jaankari chahiye, to kripya kisi pediatric dermatologist se consult karein.",True,0.5,0.5,0.0,True,1.0,0.5,0.4,False,True,False,openai/gpt-oss-20b
P02646,,PMC3364096,neck_swelling,False,"I’m sorry, but the clinical evidence provided does not cover your mother’s situation with Coumadin, rash, or switching to aspirin. I cannot confirm whether Coumadin is causing the rash or recommend stopping it based on this information. For personalized advice, please discuss this directly with her primary care physician.",True,0.0,1.0,0.0,True,0.0,0.0,0.0,False,True,False,openai/gpt-oss-20b
P02364,,PMC7201786,dry_scalp,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke bete ki symptoms ya unke meth use ke baare mein koi jaankari nahi hai. Isliye main is case ke liye koi specific diagnosis ya treatment suggest nahi kar sakta. Agar aapko lagta hai ki yeh koi allergic reaction ya skin condition ho sakti hai, to aapko turant ek dermatologist ya allergist se consult karna chahiye.",True,0.0,1.0,0.0,True,0.0,0.0,0.3333333333333333,True,True,False,openai/gpt-oss-20b
P01792,,PMC11237393,skin_dryness,False,"Mujhe aapke rash ke baare mein koi clinical evidence nahi mila jo is case study mein mention kiya gaya ho. Isliye main iske karan ya treatment ke baare mein confirm nahi kar sakta. Agar aapko is rash ke liye koi specific advice chahiye, toh aapko ek dermatologist ya pediatrician se consult karna chahiye.",True,0.0,1.0,1.0,True,,,,True,False,False,openai/gpt-oss-20b
P02304,,PMC6978700,skin_dryness,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein aise koi details nahi hain jo aapke pichwade, pait aur jaanghon ke chhote chhote daane, khujli, ya garam snan se sambandhit ho. Isliye main is condition ke baare mein koi specific diagnosis ya treatment suggestion nahi de sakta. Agar aapko iske baare mein aur jaankari chahiye, toh kripya apne dermatologist se sampark karein.",True,,,,False,0.0,,0.5,True,True,False,openai/gpt-oss-20b
P01924,,PMC6036530,dry_scalp,False,"I’m sorry, but the clinical evidence you provided does not mention anything about Zeflox Plus, allergic skin reactions, or typhoid treatment. Therefore, I cannot confirm or advise on that situation based on the evidence given.",True,,,,False,,0.0,0.0,True,True,False,openai/gpt-oss-20b
P00114,,PMC6502896,skin_irritation,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, usme aapke beti ke skin rash ya peeling ke baare mein koi jankari nahi hai. Isliye main is condition ke baare mein koi specific diagnosis ya treatment suggestion nahi de sakta. Agar aapko lagta hai ki ye German measles ya koi aur skin disorder ho sakta hai, to aapko turant ek dermatologist ya pediatrician se consult karna chahiye.",True,0.0,1.0,0.0,True,0.3333333333333333,0.5,0.5,True,True,False,openai/gpt-oss-20b
P02260,,PMC7190791,knee_swelling,False,"Mujhe aapke diye gaye clinical evidence mein skin blotches, rashes ya bug bite ke baare mein koi jankari nahi mili. Isliye main is baat ko confirm nahi kar sakta ki aapki beti ko ye symptoms ho rahe hain. Agar aapko skin ki koi chinta hai, toh dermatologist se consult karna behtar hoga.",True,0.0,1.0,0.0,True,1.0,,0.3333333333333333,True,False,False,openai/gpt-oss-20b
P02790,,PMC8057912,skin_rash,True,"Namaste, mujhe aapke question ka jawab dene ke liye jo clinical evidence di gayi hai, usme sirf dental implant surgery aur uske baad ke symptoms ka zikr hai. Is evidence mein genital warts, Aldara cream, ya skin tags ke baare mein koi information nahi hai. Isliye main aapke masle ka jawab nahi de sakta. Agar aapko is topic par guidance chahiye, toh kripya kisi dermatologist se consult karein.",True,,,,False,,,0.0,True,True,False,openai/gpt-oss-20b
P01723,,PMC6875420,cyanosis,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein birth control pills ya skin reactions ke baare mein koi jaankari nahi hai. Isliye main is baat ko confirm ya deny nahi kar sakta ki Portia aapke hives ya rash ka kaaran hai. Agar aapko lagta hai ki koi hormonal factor aapki skin ko affect kar raha hai, toh aapko ek dermatologist ya gynecologist se consult karna chahiye. Unke paas aapke specific symptoms ke liye proper tests aur treatment options ho sakte hain.",True,,,,False,1.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P02555,,PMC4850252,eye_inflammation,False,"Mujhe aapke diye gaye clinical evidence mein koi aisa data nahi mila jo aapke facial rash ya pimples se sambandhit ho. Isliye main is baare mein koi specific advice nahi de sakta. Agar aapko abhi bhi laalpan ya daag lag raha hai, toh ek dermatologist se consult karna behtar hoga.",True,,,,False,0.0,,,True,True,False,openai/gpt-oss-20b
P02432,,PMC9127196,lip_swelling,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein myasthenia gravis, Mestinon, rash, allergy ya IVIG ke baare mein koi jaankari nahi hai. Isliye main aapke sawaal ka koi specific jawab nahi de sakta. Agar aapko Mestinon se allergy ka doubt hai, to aapko apne neurologist ya dermatologist se consult karna chahiye.",True,0.0,1.0,0.0,True,0.0,0.0,0.0,True,True,False,openai/gpt-oss-20b
P02452,,PMC4712212,eye_inflammation,False,"Mujhe aapke garlick ke istemal se judi koi clinical evidence nahi mila. Isliye main yeh confirm nahi kar sakta ki garlic ne aapko dard diya. Agar aapko koi aur symptoms ya concerns hain, toh aapko doctor se consult karna chahiye.",True,,,,False,1.0,0.5,1.0,True,True,False,openai/gpt-oss-20b
P00713,,PMC6597737,foot_swelling,False,"Mujhe aapke diye gaye clinical evidence mein koi bhi flu ya viral infection ka zikr nahi mila. Isliye main confirm nahi kar sakta ki aapko koi A strain flu ya koi “N3H2 monster” hai. Aapke symptoms aur image se related koi specific diagnosis evidence mein mention nahi hai. Agar aapko abhi bhi pareshaani ho, toh please apne primary doctor se direct consult karein.",True,0.0,1.0,0.0,True,,0.6666666666666666,0.0,True,True,False,openai/gpt-oss-20b
P02572,,PMC5966691,skin_growth,False,"Mujhe aapke rash ke baare mein koi specific information nahi mil rahi hai jo aapke clinical evidence mein mention ho. Isliye main confirm nahi kar sakta ki yeh rash gallbladder surgery ya kisi aur factor se related hai. Aapko dermatologist se consult karna chahiye for proper diagnosis and treatment. Agar aapko aur koi symptom ya concern ho, toh please share.",True,0.0,1.0,1.0,True,0.5,1.0,0.25,True,True,False,openai/gpt-oss-20b
P01972,,PMC3914016,edema,False,"Mere paas jo clinical evidence hai, usme aapke right arm aur ear par blister type rash, itching, aur ibuprofen ka use ka koi zikr nahi hai. Isliye main is baat ko confirm nahi kar sakta ki yeh rash ibuprofen ka reaction ho sakta hai ya nahi. Aapko apne dermatologist ya doctor se direct consult karna chahiye taaki woh image dekh kar aur physical exam karke sahi diagnosis de sake.",True,0.0,1.0,0.0,True,0.6666666666666666,0.0,0.0,True,True,False,openai/gpt-oss-20b
P02725,,PMC10259134,skin_growth,False,"Mujhe aapke ringworm aur antifungal cream ke baare mein koi clinical evidence nahi mila. Isliye main is baat ki pushti nahi kar sakta ki cream se aapki skin patli ho gayi ho ya rash aaya ho. Agar aapko skin ki texture ya appearance se pareshaani ho rahi hai, toh dermatologist se consult karna behtar hoga.",True,0.0,1.0,1.0,True,,1.0,0.5,True,True,False,openai/gpt-oss-20b
P02300,,PMC2801637,dry_scalp,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, woh sirf aankhon ki surgery se related hai—eye ke canaliculus aur DCR ke baare mein. Isme skin rash ya itching ke baare mein koi jaankari nahi hai. Isliye main aapke rash ke liye koi confirmation ya advice nahi de sakta. Skin ke issues ke liye aapko dermatologist se consult karna chahiye.",True,0.0,1.0,0.0,True,0.0,0.6,0.1666666666666666,True,True,False,openai/gpt-oss-20b
P02383,,PMC5853996,eye_inflammation,False,"Mujhe maaf kijiye, lekin aapke diye gaye clinical evidence mein arms ya body rash, itching, ya skin ki koi condition mention nahi hai. Isliye main is baare mein koi specific information ya advice nahi de sakta. Agar aapko is rash ke liye doctor se consult karna hai, toh please ek dermatologist ya general practitioner se milen.",True,0.0,1.0,0.0,True,0.0,0.0,0.125,True,True,False,openai/gpt-oss-20b
P02875,,PMC6257896,neck_swelling,False,"Mujhe maaf kijiye, lekin jo clinical evidence aapne di hai, woh sirf submandibular gland ke sialolithiasis aur uski imaging aur surgery se sambandhit hai. Isme balanitis ya foreskin ki itching ya rash ke baare mein koi jaankari nahi hai. Isliye main is vishay par koi confirm ya advice nahi",True,0.0,1.0,1.0,True,1.0,1.0,0.6666666666666666,True,False,False,openai/gpt-oss-20b
