item_id,patient_question,answer_text,extractor_concepts,wrong_concepts,missed_concepts,appropriateness,_hidden_arm,_hidden_pair_id,_hidden_tertile
A077,"Meri 9 saal ki beti ke arm, legs aur feet ke tops mein use lagta hai jaise koi use poke kar raha ho. Usko lagta hai ki uske kapdo mein kuch hai jo use poke kar raha hai, lekin jab wo apne kapde check karti hai toh waha kuch nahi hota...aur ye use kai jagah par hota hai. Wo kehti hai ki ye aata jata hai aur ye dard se zyada pareshani wala hai. Maine uski skin check ki hai aur waha koi bhi gaanthen ya irritation ki koi nishani nahi hai. Use haal hi mein Celiac Disease ka diagnosis hua hai, aur mujhe kuch idea nahi hai ki iska koi taaluka hai ya nahi, lekin socha ki mention karu. Mujhe nahi pata ki mujhe iske baare mein chinta karni chahiye ya shayad ye bas sukhhi twacha ya kuch aur ho. Please doctor, vartaman sthithi ko dekhe.","Arre bhai, maine suna hai ki aapki beti ke paas kuchh anidraasaniyan hain. Vah kehti hai ki uske arm, legs aur feet ke tops mein use lagta hai jaise koi use poke kar raha ho. Iske liye, maine dekha ki aapke beti ko Celiac Disease ka diagnosis hua hai. Celiac Disease se related symptoms hain, jaise ki paresthesia ya tingling sensation. Iske alawa, uske chest radiograph mein ill-defined bilateral perihilar and lower lobe infiltrates theek nahi hain, jo COVID-19 ke symptoms ke liye related ho sakte hain. Lekin, maine kuchh aur symptoms nahi dekhe jo Celiac Disease se related hain. Main aapko kahaunga ki aapko dermatologist se baat karna chahiye, kyunki iske liye ek visheshagya ka mawajootaav jaroori hai.",(none),,,,grounded,P00184,high
A078,"Main pichle 4 din se bimar hoon aur jab main doctor ke paas gaya toh unhone mere urine me khoon paya. Unho ne CBC blood test kiya aur result accha aaya. Mere peeche aur side bahut dard ho raha hai aur main bahut kamzor hu. Jab main peshaab karta hoon, woh acchi tarah se nahi aata hai. Pichle 4 din se yeh takleef ho rahi hai, lekin isse pehle meri peshaab acchi tarah se nahi hui thi aur maine iss cheez ko apne par blame kiya kyun ki main CNA hoon aur mujhe jaane ka waqt nahi hota aur waise hi November ke last year me mujhe ek rash ho gaya tha. Kripya doctor, dekhiye is vartaman condition ko. Tab wohne mujhe allergies ki dawa lene ko kaha tha aur tab mere peeche aur side dard ho raha tha, lekin wohne kaha tha ki yeh gas hai. Mujhe yeh poochhna hai ki kya yeh sab kidney ya heart failure ke lakshan ho sakte hain. Aur mujhe lagbhag 3 saal se suboxone lena hai. Dhanyavaad.","Beta, main aapki baat samajh gaya hoon. Aapke peeche aur side dard ho raha hai, aur aapko pee karne mein mushkil ho rahi hai. MRI scan ke result ke anusaar, aapke paas DAI (Diffuse Axonal Injury) hai, jiska matlab hai ki aapke brain mein kai jagah par khoon ki maatra badh gayi hai. Iske alawa, CT scan ke result ke anusaar, aapke right gangliocapsular region mein grade 3 ki hemorrhagic contusions hai. 

Aapke peeche aur side dard ho raha hai, iska karan aapke DAI ke karan ho sakta hai. Lekin, aapke pee karne mein mushkil ho rahi hai, iska karan aapke kidney failure ya heart failure ho sakta hai. Lekin, aapke CBC blood test ka result accha aaya hai, jiska matlab hai ki aapke blood mein koi bhi problem nahi hai. Lekin, aapko suboxone lena hai, jiska matlab hai ki aapko addiction hai. 

Main aapko kahaunga ki aapko doctor se milne ki zaroorat hai, woh aapki condition ko dekhkar aapko proper treatment dengi",(none),,,,grounded,P01119,high
A079,"Hi, Haal hi mein maine apne index aur middle fingers par ek daane dekha hai. Mujhe lagta hai ki ye pehli baar tab dikha jab maine apni girlfriend ke saath inteecourse kiya (lekin tab tak un hi baarun mein se pehli baar nahi, jab usne birth control start kiya tha). Ismein better ho gaya tha jab hum summer mein kuch hafton ke liye alag the, lekin jab hum phir mil gaye toh ye aur bhi bura ho gaya. Daane dry aur scale-y skin jaise dikhte hain. Ye khujli nahi karti hai, lekin jab skin crack hoti hai tab dard hota hai. Iska image neeche attach kiya hua hai.","Arre bhai, maine dekha hai ki tumhare fingers par ek problem hai. Yeh daane aur scale-y skin jaise dikhne ki baat hai, jo aapke inteecourse ke baad shuru hua hai. Main sochta hoon ki yeh ek fungal infection ho sakti hai, jaise ki ringworm ya athlete's foot. Iska ilaaj karne ke liye hum antibiotic cream ya ointment ka upyog kar sakte hain.","fungal, infection",,,,zero_shot,P02023,medium
A080,"Hello doctor,Mujhe ear ke piche aur andar kuch daane hain.Kripya doctor dekhein is vartaman condition ko below.Meine sab kuch try kiya hai lekin abhi bhi one and a half mahine se waha hai. Mein ise ignore kar raha tha kyunki jaldi thik hojata hai lekin poora gayab nahi hota, aur abhi toh sabse bura situation hai. Yeh kaafi khujli karta hai aur raat mein aur bhi jyada hoti hai. Kabhi kabhi mujhe apne kaan ke andar bhi khujli mehsus hoti hai.Meine ek Otolaryngologist ke paas gaya tha, aur unhone mujhe Clotrimazole use karne ko bola, lekin yeh kaam nahi kiya aur aur jyada bura ho gaya. Dusra doctor ne kaha ki yeh herpes jaisa lag raha hai kyunki kabhi kabhi jab yeh bura hota hai, toh kaan mein chote chote laal dane dikhte hai. Meine Acyclovir liya tha aur shuru mein thik lag raha tha, lekin abhi tak behtar nahi hua hai. Mein abhi tak kisi skin specialist se nahi mila.","Bhai, maine dekha hai ki aapke paas kuch daane hain aur aapko khujli hoti hai. Lekin clinical evidence mein kuch bhi nahi hai jo yeh batata hai ki aapke daane aur khujli ka karan kya hai. Aapke paas herpes jaisi symptoms hain, lekin viral panel aur CSF cultures mein herpes simplex virus (HSV 1/2) ka test negative hai. Isliye, main kuch bhi confirm nahi kar sakta. Aapko phir se ek skin specialist se milna chahiye.",viral,,,,grounded,P02874,high
A081,Mujhe pityriasis rosea ka diagnosis ho gaya hai. Mujhe 2 hafte se poore jism par ek horrible rash hai. Skin bahut dry hai aur mujhe haal hi mein apni skin se ek distinct odor ka pata chala hai. Kya ye odor common hai aur is odor se kaise chutkara pa sakta hoon. Mujhe pata hai ki mujhe bas rashes ka intezaar karna hai.,"Arre bhai, pityriasis rosea ka diagnosis kuchh aisa hai jo kai logon ko hota hai. Ye rash common hai, lekin distinct odor ka pata chalne se thoda chinta lagti hai. Ye odor ek bacteria ka ho sakta hai, jisse skin dry aur itchy banti hai. Aapko dermatologist se milkar kuchh cream aur lotion ki jarurat ho sakti hai jisse odor kam ho jaye aur skin theek ho jaye.","bacterial, pruritus, rash",,,,zero_shot,P01997,medium
A082,"Sabse pehle, I assuming hai ki is consultation ke liye koi charge nahi hai. Mai 54 saal ki post menopausal female hoon. Mujhe kabhi-kabhi dry mouth hota hai lekin thode hi baar. Day before yesterday, mere lower lip ke andar ek raw purple-ish red jagah ban gayi thi jo raw feel kar rahi thi. Kal woh gayab ho gayi lekin apparently woh mere upper teeth ke back corners mein move ho gayi thi jahan meri gums aur cheeks milte hai on both sides. Meri cheeks wisdom teeth nikalwane ke baad jaisa pain aur swelling feel kar rahi hai. Raat ko, yeh problem mere mouth ke front aur back lower part ki taraf move hone lagi. Phir se, bahut red, painful aur swelling hai. Aaj subah, maine apne mouth ke upper crease mein elongated ulcers dekhe hai jahan cheek gums se milte hai. Please see the image of the affected area doctor below.","Arre bhai, maine dekha hai, tumhare symptoms bahut hi unusual hain. Isse lagta hai ki tumhare mouth mein koi infection ho sakti hai ya koi allergy ka karan ho sakta hai. Main tumhe kuchh antiseptic mouthwash aur antibiotic ointment dikhana chahta hoon. Aapko kuchh dawa leni hogi, lekin maine abhi kuchh nahi diya hai, isliye main aapko ek specialist se refer karna chahta hoon.","allergy, infection",,,,zero_shot,P00564,low
A083,"Mai hamare ghar ke ek hisse par kaam kar raha tha aur uss hisse mein heating nahi hai aur temperature 50 degrees tak pahuncha hai, doosre din wahan kaam karne ke baad mai bahut thande ho gaya tha aur ","Aapko lagta hai ki thande hone ke karan aapko ye problem ho rahi hai, lekin ab ye thik nahi ho raha hai. Mujhe lagta hai ki aapko shayad frostbite ya cold burn ho sakta hai, ya phir aapki skin mein koi irritation ho sakti hai. Aapko apni skin ko garam pani se saaf karna chahiye aur koi moisturizer lagana chahiye, aur agar ye problem badhti hai to doctor se milna chahiye. Aapko apne kapde bhi thode loose pehne chahiye taaki aapki skin ko thoda araam mile.",(none),,,,zero_shot,P02425,high
A084,"Meri lower legs par horrible red raised flaky itchy rash shuru hui, jisse hive like rash on my thighs par progress hua, phir hives ne upper arms, back and forearms tak spread kiya. Sabko bahut khujli ","Aapko 3 mahine se ye rash hai, aur wo hive like rash thighs se lekar upper arms, back, aur forearms tak spread ho gaya hai, aur aapko khujli hoti hai. Aapka ANA test negative aaya hai, isliye lupus ka chance kam hai. Aapki umra 64 saal hai, aur aapko roz 10mg citalopram lena hota hai, lekin ye rash ke saath koi direct connection nahi hai. Aapko dermatologist se milna chahiye, woh aapki skin ko dekhkar proper diagnosis aur treatment suggest kar sakte hain.","autoimmune, rash",,,,zero_shot,P02314,low
A085,"Namaste. Mai Philippines se hoon. Ek hafte se mere lymph nodes suj gaye hain. Paanch din pehle, crank sores mere munh ke andar shuru ho gaye. Mere zubaan ke neeche ek hai, aur doosre masudo mein pus lag raha hai. Mere upper aur lower masudo par bhi pus hai. Meri zubaan dard karne lagi hai. Mere dentist ne mujhe amoxicillin 500 3 times a day aur vitamin C lene ko kaha..usne Pyralvex solution bhi recommend kiya. Mai bhi Bactidol se kulla kar raha hoon. Ek hafte se mujhe achha nahi lag raha hai. Mai almost kuch nahi kha raha hoon kyunki nigalna aur katna dard ho raha hai. Kripya madad kijiye. Kripya image dekhein jo doctor ne neeche attach ki hai.","Namaste ji, main aapki madad karne ke liye yahaan hoon. Aapka description sunke, lagta hai aapko oral cavity mein infection ho sakti hai. Amoxicillin aur Pyralvex solution aapko thoda relief dene ke liye ho sakti hai, lekin aapke symptoms badh rahe hain, jisse chinta lagti hai. Aapko doctor se zaroor milna chahiye, kyonki yeh infection serious ho sakti hai.",infection,,,,zero_shot,P00774,medium
A086,"Meri wife kuch samay se apne lower lip tak apni jeebh bina hosh ke bahar nikal rahi hai aur use aisa lagta hai ki uski jeebh peeche thodi si suj gayi hai. Please doctor, is vartaman condition ko dekhiye. Uske gardan ke dono taraf bhi dard hai. Haal hi mein usne iron supplement lena shuru kiya hai. Koi sujhav hai?","Arre beta, maine aapki wife ki condition dekhi hai. Lekin, maine is evidence se kuchh nahi paya jo iske symptoms se juda hua ho. Main aapko kuchh bhi nahi confirm kar sakta. Lekin, aapko yeh batana chahiye ki iske symptoms jaise ki jeebh bahar nikalna, gardan ke dono taraf dard, yeh kuchh bhi ho sakte hain. Lekin, main aapko koi sujhav nahi de sakta. Aapko apne doctor se milna chahiye.",(none),,,,grounded,P00280,high
A087,Mere dono anguthe sukh gaye hain aur unki skin bahut patli hai aur agar kuch bhi unpar touch karta hai toh dard hota hai. Meri umar 71 hai aur mera vajan 85 kg hai. Main haal hi mein halki chemotherapy se guzar raha hoon aur rectal cancer ka ilaj karane ke liye lagatar radiation bhi kar raha hoon. Iske liye attached image dekhein.,"Bilkul, main samajh gaya. Aapke case mein Merkel cell carcinoma ka diagnosis kiya gaya hai, jo ek prakaar ka cancer hai. Aapke paas iske liye wide local excision aur sentinel lymph node biopsy kiya gaya hai, lekin ab aapke thoracic spine mein metastasis ho gaya hai. Aapke chest radiograph mein bhi right pleural effusion ki reporting ki gayi hai. Aapko radiation therapy di gayi hai palliation of bone pain ke liye.","effusion, lymphadenopathy, malignancy, pain",,,,grounded,P01778,high
A088,"Mere andar ke jaangho ko lagbhag 3 hafto pehle shave kiya tha aur tab se mujhe ye bahut bura rash hai jo dardnaak hai aur mere skin sujan aur sukhi hai wahan par aur meri jhaanghen is fluid ko leak karti rahti hain, maine A&D ointment laga rakhi hai. Mujhe kuch samajh nahi aa raha hai aur main doctor ke paas jaana nahi chahti. Isse kaise theek karun? Mujhe lagta hai ki mere psoriasis bhi hai....Uski image neeche attach ki gayi hai.","Bilkul, main samajh gaya. Aapke rash ke bare mein, yeh dikh raha hai ki aapke paas bullae hain, jo dardnaak aur fluid-filled hain. Aapke blood test mein kuchh abnormality nahi dikh rahi hai. Aapka hemoglobin normal hai, platelet count normal hai, aur leukocyte count bhi normal hai. Aapke rash ke liye A&D ointment laga rahi hain, jisse aapka skin sujan aur sukhi hai. Lekin aapko lagbhag 3 hafto pehle shave kiya tha, aur tab se aapke rash ki shuruat hui hai. Isse lagta hai ki aapke rash ke liye koi jatil karan ho sakta hai.",rash,,,,grounded,P01907,high
A089,"Meri wife kuch samay se apne lower lip tak apni jeebh bina hosh ke bahar nikal rahi hai aur use aisa lagta hai ki uski jeebh peeche thodi si suj gayi hai. Please doctor, is vartaman condition ko dekhiye. Uske gardan ke dono taraf bhi dard hai. Haal hi mein usne iron supplement lena shuru kiya hai. Koi sujhav hai?","Bilkul, main aapki wife ki problem samajhne ki koshish karunga. Aapki wife ki jeebh bahar nikalne ki shaytaanee hai sambhav hai, jiska naam 'trigeminal neuralgia' hai. Iska karan gardan ke nerves mein dard ho sakta hai. Iron supplement lena shuru karne ke baad yeh dard aur bhi badh sakta hai. Main aapko ek specialist se milne aur test karwane ki salah deta hoon.",pain,,,,zero_shot,P00280,high
A090,"Maine haal hi mein apne masudon mein ek chhed bhi notice kiya hai. Yah mere neeche ke daanton ke niche hai, seedhe jaw ke upar. Jab main apni gaal ke bahar dabaav dalta hoon, thoda bhi, toh mujhe dard hota hai. Yah constant roop se dard karti hai, lekin agar main aisa kuch karta hoon ya kuch khaata hoon toh dard aur bhi zyada hota hai. Mere jaw aur gaal kuch hafto se dard kar rahe hain, lekin last couple of days mein yeh karib unbearable ho gaya hai. Aur mere gardan bhi sujan si mehsoos ho rahi hai, jaw ke niche. Ismein kuch kadakpan mehsoos hoti hai. Sirf kuch ghante pehle maine apne munh mein andar dekha, jahan maine masudon mein chhed dikhaya. Shayad chhed sahi shabd nahi hai. Tear, ho sakta hai. Ek gehra, elliptical tear. Yah clean dikhti hai, ek tarah se. Yah khoon nahi beh rahi hai, uski edges perfectly smooth dikhti hain. Kripya dekhein affected area ka image doctor sahab neeche.","Bachche, maine dekha hai ki tumhare jaw ke niche aur gaal ke upar dard ho raha hai. Ismein kuch kadakpan mehsoos hoti hai aur tumhare munh mein andar ek gehra, elliptical tear dikhayi diya hai. Lekin, maine kuch bhi nahin dekha hai jo iska koi connection Laugier-Hunziker syndrome se dikhaye. Ismein kuchh aur symptoms hain jo is syndrome ke symptoms se alag hain. Main ismein koi treatment ya diagnosis nahin kar sakta. Kripya doctor sahab se baat karein.",(none),,,,grounded,P00649,high
A091,"Mere naak par Daktarin cream ka upyog karke ek fungi sankraman ho gaya hai. Twacha bahut khujli aur jalan ke saath bilkul itch karne lagi hai. Please doctor, is vartaman sthiti ko dekhiye neeche. Mere GP ne Daktarin fir se prescribe kiya. Daad felne lag gaya hai aur bad me pila crusty scale ban gaya hai. Main wapas GP ke paas gaya aur woh alag se Penicillin prescribe kiya hai. Swab liya gaya. Parinam negative nikala!! Pehla course of penicillin 2 din me complete ho jayega. Dusra 6 dino me. Wahi beech mein GP ne vaada kiya hai ki dermatologist ko mere last visit ke 24 ghante pehle ek letter fax karega.","Bhai, aapka samasya kuch alag hai. Daktarin cream ka upyog karke fungi sankraman ho gaya hai, lekin penicillin prescribe kiya gaya hai. Penicillin bacteria ke liye hota hai, fungi ke liye nahin. Aapka swab negative nikala hai, lekin daad felne aur crusty scale banne ke karan, fungi ke liye antibiotics nahin kaam karte hain. Main aapko ek dermatologist ke paas bhejne ke liye kuch samay de raha hoon.",bacterial,,,,zero_shot,P00881,low
A092,"Mujhe is mahine ke pehle hi doctor ne bataya tha ki mujhe khoon ki kami hai aur abhi kuch dinon se maine notice kiya hai ki meri skin chote-chote dane ban gaye hain aur mere poore sharir par ho gaye hain. Please doctor, dekhiye is vartaman condition ko. Wo dry aur itchy patches hai jo ki raised skin hai aur vo moisturize karne par bhi gayab nahi hote hain. Kya mera skin problem meri khoon ki kami ki wajah se ho sakta hai?","Bhai, main aapko yeh batana chahta hoon ki aapke skin problem ke bare mein kuchh cheezein hai jo aapke blood ki kami ke sath judi hui hain. Aapke paas periungual erythema hai, jo ki aapke nail ke aas-paas redness hai. Iske alawa, aapke paas gingival irritation aur bleeding bhi hai, jo ki aapke mouth ke andar ho raha hai. Yeh sab cheezein aapke blood ki kami ke sath judi hui hain.",erythema,,,,grounded,P00861,medium
A093,"Meri lagbhag 3 saal ki beti ne kal subah snan liya aur use khujli hone lagi. Maine abhi tak koi daanein nahi dekhi....Kal dopahar mein maine use babysitter ke paas se uthaya aur uski skin ke color ke same small rash dekhein arm par.Kripya doctor, neeche di gayi current condition ko dekhein...Phir hum bahar garmi mein 2 ghante tak the, aur uske pure sharir par dheere dheere ye daane ho gaye jo ab laal ho gaye. Jab woh thandi hui toh woh poore tarah gayab ho gaye...Aaj subah snan ke baad, uski poora bottom laal ho gaya aur bumpy aur khujli kar raha tha. Haath aur pairon ke kuch jagah bhi thi. 30 minutes ke baad completely gayab ho gaye...Aaj dupahar ke neend mein, jahan woh so rahi thi, waha uski chehre par outbreak hua, jiski baad mein woh bhi gayab ho gaye...Hum bahar khel rahe the start hote hi woh phir se ho gaye aur andaar aate hi woh wapas gayab ho gaye. Lag raha hai jaise garmi ki wajah se ho raha hai, lekin ye kyun bar bar aata hai? Kya kabhi ye ana band ho jayega...Mere behen ne abhi call kiya hai aur kaha ki uske twin boys bhi abhi snan karke aaye hain aur ab unhe bhi ye problem hai..","Arre bhai, maine suna hai ki aapki beti ko khujli aur rash ho gaye hain. Ye lagbhag viral rash ka karan ho sakta hai, jaise ki hand-foot-and-mouth disease ya measles. Ye rash garmi se badhta hai aur thandi hokar gayab ho jata hai. Ye rash bahut saari cheezon par ho sakta hai, lekin aapke twin boys ko bhi yeh problem ho rahi hai, to yeh viral rash ka karan ho sakta hai. Main aapko doctor se milne ki salah dunga, woh aapko behtar tareeke se diagnose kar sakte hain.","rash, viral",,,,zero_shot,P00093,high
A094,Mujhe lagbhag ek saal se upper body par ek ajeeb sa rash ho raha hai. Ye rash exercise ya garmi se badh jaata hai aur shower karne ke baad bhi. Lekin kabhi kabhi kam ho jaata hai lekin kabhi bhi bilku,"Main aapki skin rash ke baare mein kuch nahi keh sakta kyunki clinical evidence mein iske baare mein koi jankari nahi hai. Lekin main yeh keh sakta hoon ki patient ke pass ""mechanic's hand"" ki problem thi, jismein skin rough aur cracked hoti hai. Lekin aapki skin rash ki wajah ya ilaaj ke baare mein main kuch nahi keh sakta kyunki clinical evidence mein iske baare mein koi jankari nahi hai. Aapko apne doctor se milna chahiye jo aapki skin rash ki jaanch kar sake aur sahi ilaaj sujhaye.",rash,,,,grounded,P02011,high
A095,"Mera father ne apne upper 2 molars teeth ko last December nikalwaya tha.Uske baad usko dry mouth, fatigue, normal to high body temperature changes during the day and haath aur pair me sujan hone lagi.Please dekhiye andar hua hai foot par. Uska blood sugar normal hai without diabetes aur kai blood test clear hai.","Arre bhai, aapka father ke symptoms bahut hi ghatiya hain. Ye dry mouth, fatigue, body temperature ki changes aur sujan ka combination jawani ki wajah se ho sakta hai, lekin isme kuch aur bhi ho sakta hai. Aapko iske liye ek specialist doctor se milna chahiye, shayad oral surgeon ya ENT specialist.",(none),,,,zero_shot,P00328,low
A096,"Mujhe bahut jyada dikkat ho rahi hai keede ke katne se, bahar. Kabhi koi problem nahi hoti thi, is saal shuru hui hai. Yahan humare paas machar, bichua, kali machar, cheete aur ghode machar hai. Mujhe sahi tarike se nahi pata ke kaun mujhe kat raha hai. Mujhe ek normal bug welt hota hai, phir kuch ghante baad wo laal ho jata hai, hives ban jate hain, suj jate hain aur dard karte hain. Mujhe do din pehle ek katne ki wajah se pinjre mein dard ho raha hai aur abhi bhi wo lal, suj gaya hai. Sujan pair ke upar se upar tak hai.Please doctor dekhiye is vartaman condition ko below. Mere pindli mein bhi ek kat gaya hai aur agar aap dabate hain to bahut dard hota hai, ab wo laal ho raha hai aur dard kar raha hai. Mujhe chakkar bhi aate hain aur jab zyada ho jaye to main benedryl le rahi hoon. Kya koi wajah hai ki itni badi reactions ho rahi hain mujhe itni sudden tarike se.","Bilkul, main samajh gaya ki aapko kuch problem ho rahi hai. Aapke symptoms, jaise ki laal welt, hives, sujan, dard, aur chakkar, inka matlab hai ki aapko ek allergy ho sakti hai. Kya aapko lagta hai ki aapko koi naya insect ya kisi cheez se contact ho raha hai jo aapko pehle se nahi hota tha? Aapke paas bahut saari cheezein hain, jaise machar, bichua, kali machar, cheete, aur ghode machar, isme se koi bhi aapko allergy ho sakta hai.",allergy,,,,zero_shot,P00821,high
A097,"Main apni mesh repaired hernia surgery se 3 hafte peeche hu.. aaj mere right side mein bahut tez dard hua hai, joh mere pet ke neeche tak aur mere belly button tak tha. Uske alawa meri hatho mein khujli ho rahi hai, doctor iske liye waale image neeche attached hai, aur mere haath aur paon mein sujan bhi hai. Aaj maine apne sir ke right side par phoola hua ganth wala swollen lymph node bhi paya.. kya ye ek reaction ho sakta hai.","Arre bhai, maine aapki yeh samasya suni hai. Aapne radiotherapy ke baad 16 mahine tak theek se feel kiya hai, lekin aaj aapko dard aur khujli ho rahi hai. Yeh radiotherapy ke side effect ho sakta hai, kyonki aapko 54 Gy dose di gayi thi. Ismein organ at risk ke liye dosimetric constraints bhi rakhe gaye the. Lekin, aapke hatho mein sujan aur haath aur paon mein sujan ke liye main kuch nahin confirm kar sakta, kyunki yeh clinical evidence mein nahin diya gaya hai.",(none),,,,grounded,P01528,medium
A098,"Mere chin par kam se kam teen hafte se ek rash hai. Shuru me ek chota sa sujan tha jo keede ke katne jaisa khujla raha tha lekin jab maine use khujaya toh fail gaya. Kuch hisse par rash lal hai aur skin neeche ki taraf hard hai lekin bahut saare area par flat blisters aur skin spongy hai. Ye jalta hai aur khujlata hai aur bahut dard hota hai. Dard ke karan maine ek poore weekend bed me bitaya hai, jiske wajah se mujhe rona aaya. Main cortisone creams aur ointments, topical aur oral antibiotics aur oral prednisone try kar chuka hoon. Main use par topicle dard kam karne wale cheezein bhi try ki hai lekin jalti aur dard ko sirf baraf se rok sakte hai. Main bahut pareshan hoon. Iss hafte mujhe doctor ke paas jaana hai lekin main toh pagal ho raha hoon.","Arre bhai, main sun raha hoon. Aapke rash ke bare mein, clinical evidence ke anusaar, aapke rash ke liye necrolytic erythema ka diagnosis kiya gaya hai. Iski wajah se aapke skin par papillated psoriasiform epidermal hyperplasia, compact hyperkeratosis, aur mounds of parakeratosis ke saath saath neutrophils hain. Aapke plasma zinc level normal hai, lekin aapke rash ke liye zinc therapy kiya gaya hai.","erythema, rash",,,,grounded,P02263,medium
A099,"Meri beti ghar aayi aur kaha ki usne apne paanv par ek stick par pair rakh diya tha, jisne uska pair chhed diya - khoon nahi nikla. Maine dekha toh lagta hai ki usne seedhe teekhe saman par pair rakh diya hai. Chhed 1/2"" lamba hai jo seedhe uske pairoke talve mein 1/2-3/4"" tak jata hai. Aaj (2 din baad) usne kaha ki bahut dard ho raha hai, par koi sanka na infection ki, na rang mein badlav ki, touch karne par dard hota hai, khoon nahi nikalta abhi bhi. Abhi uski right arm pe sujhi hui lag rahi hai. Main confuse hoon ki kyun haath pe sujan ho rahi hai. Koi sujhav hai dard wale pair ya sujni wale haath ke bare mein.Please dekhein paanv par hua incident.","Arre bhai, main samajh sakta hoon ki aapko kuch confusion hai. Ek stick par pair rakhne se pairoke talva mein chhed aaya hai, lekin khoon nahi nikla. Aaj dard ho raha hai, par infection ya rang badalne ki koi sanka nahin hai. 

Pairoke talva mein chhed hone se dard ho sakta hai, lekin sujhan ka koi sambandh nahin hai. Haath pe sujhan ho rahi hai, iska matlab hai ki kuch aur cheez hai jo aapko paani mein daal rahi hai. Aapko kuch bhi nahi pata hai jo aapke haath mein daal raha hai, jaise ki ek kheti ki seedhi cheez ya kuch aur.

Main aapko ek doctor se milne ki salah deta hoon, woh aapko puri tarah se dekhenge aur aapko sahi treatment diya jayega.",(none),,,,zero_shot,P00885,high
A100,"Sabse pehle, I assuming hai ki is consultation ke liye koi charge nahi hai. Mai 54 saal ki post menopausal female hoon. Mujhe kabhi-kabhi dry mouth hota hai lekin thode hi baar. Day before yesterday, mere lower lip ke andar ek raw purple-ish red jagah ban gayi thi jo raw feel kar rahi thi. Kal woh gayab ho gayi lekin apparently woh mere upper teeth ke back corners mein move ho gayi thi jahan meri gums aur cheeks milte hai on both sides. Meri cheeks wisdom teeth nikalwane ke baad jaisa pain aur swelling feel kar rahi hai. Raat ko, yeh problem mere mouth ke front aur back lower part ki taraf move hone lagi. Phir se, bahut red, painful aur swelling hai. Aaj subah, maine apne mouth ke upper crease mein elongated ulcers dekhe hai jahan cheek gums se milte hai. Please see the image of the affected area doctor below.","Arre bhai, maine aapki symptoms aur clinical evidence dekhi hai. Aapke case mein, kuchh cheezon ka dhyan rakhna hoga. Aapke lower jaw ke neeche ek swelling hai, jiska OPG aur CT scan mein periapical radiolucency aur buccal cortical expansion dikh raha hai. Lekin histopathological examination ke baad, aapke case mein plasmacytoma/myeloma ka diagnosis kiya gaya hai. Iska matlab hai ki aapke blood mein monoclonal gammopathy hai, jiska protein electrophoresis aur immunofixation electrophoresis mein M-spike dikh raha hai. 

Aapke symptoms, jaise ki dry mouth, purple-ish red jagah, aur elongated ulcers, plasmacytoma/myeloma ke side effects ho sakte hain. Lekin main aapko yeh bataana chahta hoon ki aapke case mein koi systemic symptoms ya other organ involvement nahin hai, jaise ki x-rays mein normal findings dikh raha hai. 

Lekin aapko regular follow-up aur monitoring ke liye jaana hoga, kyunki plasmacytoma/myeloma ek cancer hai jo treatment ke baad bhi relapse ho sakta hai.","erythema, malignancy, swelling",,,,grounded,P00564,low
A101,"Meri lagbhag 3 saal ki beti ne kal subah snan liya aur use khujli hone lagi. Maine abhi tak koi daanein nahi dekhi....Kal dopahar mein maine use babysitter ke paas se uthaya aur uski skin ke color ke same small rash dekhein arm par.Kripya doctor, neeche di gayi current condition ko dekhein...Phir hum bahar garmi mein 2 ghante tak the, aur uske pure sharir par dheere dheere ye daane ho gaye jo ab laal ho gaye. Jab woh thandi hui toh woh poore tarah gayab ho gaye...Aaj subah snan ke baad, uski poora bottom laal ho gaya aur bumpy aur khujli kar raha tha. Haath aur pairon ke kuch jagah bhi thi. 30 minutes ke baad completely gayab ho gaye...Aaj dupahar ke neend mein, jahan woh so rahi thi, waha uski chehre par outbreak hua, jiski baad mein woh bhi gayab ho gaye...Hum bahar khel rahe the start hote hi woh phir se ho gaye aur andaar aate hi woh wapas gayab ho gaye. Lag raha hai jaise garmi ki wajah se ho raha hai, lekin ye kyun bar bar aata hai? Kya kabhi ye ana band ho jayega...Mere behen ne abhi call kiya hai aur kaha ki uske twin boys bhi abhi snan karke aaye hain aur ab unhe bhi ye problem hai..","Beti ki condition dekhiye, uske paas lacrimal sac swelling tha aur usne excessive tearing ki problem thi. Ab uske paas skin rash aur daane ho gaye hain, jo garmi mein aate hain aur thandi hui toh gayab ho jate hain. Ye symptoms garmi ki wajah se ho sakte hain, lekin isse cancer ki wajah se bhi ho sakta hai. 

Maine dekha hai ki uske paas B-cell non-Hodgkin lymphoma hai, jo MALT type ka hai. Iska matlab hai ki uske paas cancer hai, jo uske lacrimal sac mein tha aur ab uske skin par bhi ho raha hai. 

Main kuchh confirm nahin kar sakta, lekin isse lagta hai ki uske paas ek cancer hai, jo garmi ki wajah se aata hai. Iska treatment karna zaroori hai, lekin aapne family ne treatment kiya nahin hai.","malignancy, rash, swelling",,,,grounded,P00093,high
